playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2552582","null","Jay Ajayi","RB","MIA","RB","MIA","-45.6733","85.77","null","101.7","164","47","null","null","4.745","121.4","42.6","1.7","85.77","85.77","6.1976","null",
"2555317","null","Tajae Sharpe","WR","TEN","WR","TEN","-46.2567","72.17","null","155.7","165","69","null","null","0.105","138.6","26.4","0","72.17","72.17","5.8475","null",
"2555214","null","Laquon Treadwell","WR","MIN","WR","MIN","-46.2767","72.15","null","144.5","166","70","null","null","1.67","138.4","27.6","2.2","72.15","72.15","5.7688","null",
"2530515","null","Chris Hogan","WR","NE","WR","NE","-46.4467","71.98","null","168.2","167","71","null","null","3.18","140.3","26.7","1.1","71.98","71.98","4.779","null",
"2543683","null","Austin Seferian-Jenkins","TE","TB","TE","TB","-48.0467","69.45","null","168.2","168","24","null","null","3.07","170","-2","0","69.45","69.45","6.3005","null",
"2543495","null","Davante Adams","WR","GB","WR","GB","-49.4467","68.98","null","193.7","169","72","null","null","0.975","170","-1","0","68.98","68.98","4.4526","null",
"2533033","null","Robert Griffin","QB","CLE","QB","CLE","-49.5747","222.572","null","174.7","170","27","null","null","50.41","133.8","36.2","3","222.572","222.572","5.7692","null",
"2543715","null","Jerick McKinnon","RB","MIN","RB","MIN","-49.7033","81.74","null","146.4","171","48","null","null","3.315","143.5","27.5","1.4","81.74","81.74","3.2699","null",
"2552415","null","Jamison Crowder","WR","WAS","WR","WAS","-49.8067","68.62","null","201.2","172","73","null","null","2.06","170","2","0","68.62","68.62","4.4885","null",
"2540215","null","Vance McDonald","TE","SF","TE","SF","-50.0267","67.47","null","173.7","173","25","null","null","5.46","170","3","0","67.47","67.47","3.9201","null",
"2555348","null","Braxton Miller","WR","HOU","WR","HOU","-51.0367","67.39","null","236.2","174","74","null","null","2.095","170","4","0","67.39","67.39","4.5491","null",
"2495461","null","Shaun Draughn","RB","SF","RB","SF","-51.1333","80.31","null","191.2","175","49","null","null","5.215","170","5","0","80.31","80.31","5.6695","null",
"2532853","null","Ladarius Green","TE","PIT","TE","PIT","-52.2067","65.29","null","154.7","176","26","null","null","6.835","170","6","0","65.29","65.29","5.5743","null",
"2550597","null","Seth Roberts","WR","OAK","WR","OAK","-52.6967","65.73","null","206.3","177","75","null","null","0.895","170","7","0","65.73","65.73","5.0798","null",
"2555343","null","Josh Doctson","WR","WAS","WR","WAS","-53.5667","64.86","null","166.8","178","76","null","null","0.55","170","8","1.3","64.86","64.86","6.6395","null",
"2535698","null","Cole Beasley","WR","DAL","WR","DAL","-53.6167","64.81","null","231.9","179","77","null","null","1.425","170","9","0","64.81","64.81","3.7624","null",
"2532977","null","Kendall Wright","WR","TEN","WR","TEN","-54.6167","63.81","null","164.9","180","78","null","null","1.505","170","10","0","63.81","63.81","4.2418","null",
"2539322","null","Christine Michael","RB","SEA","RB","SEA","-54.9033","76.54","null","143.5","181","50","null","null","3.32","132.3","48.7","2.1","76.54","76.54","4.133","null",
"2552652","null","Chris Conley","WR","KC","WR","KC","-55.4667","62.96","null","207.3","182","79","null","null","2.86","170","12","0","62.96","62.96","5.4118","null",
"2552600","null","Nelson Agholor","WR","PHI","WR","PHI","-56.7767","61.65","null","180.2","183","80","null","null","3.7","170","13","0","61.65","61.65","6.5811","null",
"2540011","null","Chris Thompson","RB","WAS","RB","WAS","-57.7933","73.65","null","171.6","184","51","null","null","2.815","170","14","0","73.65","73.65","4.9302","null",
"2495469","null","Dion Lewis","RB","NE","RB","NE","-58.6533","72.79","null","148.9","185","52","null","null","4.67","170","15","10.3","72.79","72.79","6.1054","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","-58.7667","58.73","null","184.4","186","27","null","null","0.56","170","16","0","58.73","58.73","4.4073","null",
"2553830","null","Will Tye","TE","NYG","TE","NYG","-59.3167","58.18","null","183.6","187","28","null","null","2.25","170","17","0","58.18","58.18","3.5762","null",
"324","null","Jacob Tamme","TE","ATL","TE","ATL","-59.3367","58.16","null","217.1","188","29","null","null","5.65","170","18","0","58.16","58.16","3.7048","null",
"2541147","null","Charles Johnson","WR","MIN","WR","MIN","-59.8767","58.55","null","194.6","189","81","null","null","1.615","170","19","0","58.55","58.55","3.8249","null",
"2552597","null","Breshad Perriman","WR","BAL","WR","BAL","-61.0767","57.35","null","179.7","190","82","null","null","1.12","170","20","0","57.35","57.35","5.838","null",
"2539250","null","Quinton Patton","WR","SF","WR","SF","-61.9067","56.52","null","249.6","191","83","null","null","1.25","170","21","0","56.52","56.52","3.7681","null",
"1990","null","Eddie Royal","WR","CHI","WR","CHI","-62.4867","55.94","null","229.8","192","84","null","null","2.655","170","22","0","55.94","55.94","4.0114","null",
"2543664","null","Terrance West","RB","BAL","RB","BAL","-62.5633","68.88","null","172.7","193","53","null","null","2.495","170","23","1.1","68.88","68.88","4.309","null",
"2537933","null","Larry Donnell","TE","NYG","TE","NYG","-63.7967","53.7","null","240.8","194","30","null","null","5.09","170","24","0","53.7","53.7","3.9131","null",
"2552463","null","Jaelen Strong","WR","HOU","WR","HOU","-63.8267","54.6","null","195.8","195","85","null","null","3.095","170","25","0","54.6","54.6","6.0534","null",
"2552631","null","Javorius Allen","RB","BAL","RB","BAL","-64.0833","67.36","null","151.4","196","54","null","null","2.09","170","26","0","67.36","67.36","5.7619","null",
"2555417","null","C.J. Prosise","RB","SEA","RB","SEA","-66.0333","65.41","null","157.3","197","55","null","null","0.71","170","27","1.3","65.41","65.41","7.0579","null",
"2543481","null","Jace Amaro","TE","NYJ","TE","NYJ","-66.1767","51.32","null","227.4","198","31","null","null","6.83","170","28","0","51.32","51.32","5.4594","null",
"2555464","null","DeAndre Washington","RB","OAK","RB","OAK","-66.3133","65.13","null","147.3","199","56","null","null","0.985","141.3","57.7","1.6","65.13","65.13","6.5013","null",
"2543475","null","Marqise Lee","WR","JAC","WR","JAC","-66.4567","51.97","null","265","200","86","null","null","2.485","170","30","0","51.97","51.97","5.8369","null",
"2543551","null","KaDeem Carey","RB","CHI","RB","CHI","-67.1733","64.27","null","217.1","201","57","null","null","1.795","170","31","0","64.27","64.27","3.8997","null",
"2550272","null","Albert Wilson","WR","KC","WR","KC","-67.3867","51.04","null","234.3","202","87","null","null","4.42","170","32","0","51.04","51.04","4.001","null",
"2540204","null","Spencer Ware","RB","KC","RB","KC","-67.4233","64.02","null","157.3","203","58","null","null","3.65","144.7","58.3","1.5","64.02","64.02","4.54","null",
"2553913","null","Tyrell Williams","WR","SD","WR","SD","-70.4967","47.93","null","212.3","204","88","null","null","2.745","170","34","0","47.93","47.93","5.8163","null",
"262","null","Chris Johnson","RB","ARI","RB","ARI","-70.5133","60.93","null","163.7","205","59","null","null","2.91","143.9","61.1","1.7","60.93","60.93","3.6493","null",
"2543794","null","Crockett Gillmore","TE","BAL","TE","BAL","-71.5967","45.9","null","237","206","32","null","null","3.345","170","36","0","45.9","45.9","4.6079","null",
"4383","null","Tim Hightower","RB","NO","RB","NO","-71.6333","59.81","null","176.1","207","60","null","null","3.745","170","37","0","59.81","59.81","5.9468","null",
"2543828","null","Quincy Enunwa","WR","NYJ","WR","NYJ","-73.1167","45.31","null","223","208","89","null","null","0.995","170","38","0","45.31","45.31","4.8516","null",
"2552656","null","J.J. Nelson","WR","ARI","WR","ARI","-73.3667","45.06","null","231.1","209","90","null","null","1.925","170","39","0","45.06","45.06","4.6649","null",
"2555415","null","Austin Hooper","TE","ATL","TE","ATL","-74.4167","43.08","null","219.1","210","33","null","null","1.595","170","40","0","43.08","43.08","6.9865","null",
"2555419","null","Pharoh Cooper","WR","LA","WR","LA","-74.8567","43.57","null","217.6","211","91","null","null","2.025","170","41","0","43.57","43.57","6.1483","null",
"2533457","null","Alfred Morris","RB","DAL","RB","DAL","-75.2133","56.23","null","175.1","212","61","null","null","2.075","138","74","2.9","56.23","56.23","3.5484","null",
"2555364","null","Tyler Higbee","TE","LA","TE","LA","-75.4667","42.03","null","209.8","213","34","null","null","1.765","170","43","0","42.03","42.03","8.9352","null",
"2543773","null","James White","RB","NE","RB","NE","-75.5433","55.9","null","136.7","214","62","null","null","3.6","139.8","74.2","1.6","55.9","55.9","4.7666","null",
"497302","null","Brandon LaFell","WR","CIN","WR","CIN","-75.7267","42.7","null","192","215","92","null","null","2.515","170","45","0","42.7","42.7","3.8906","null",
"2541834","null","Josh Hill","TE","NO","TE","NO","-76.5567","40.94","null","277.7","216","35","null","null","1.49","170","46","0","40.94","40.94","4.3207","null",
"2555341","null","Hunter Henry","TE","SD","TE","SD","-77.9067","39.59","null","241.5","217","36","null","null","0.645","170","47","0","39.59","39.59","8.4481","null",
"2552418","null","Justin Hardy","WR","ATL","WR","ATL","-78.0367","40.39","null","218.2","218","93","null","null","0.71","170","48","0","40.39","40.39","4.0071","null",
"2540928","null","Darren Fells","TE","ARI","TE","ARI","-78.1867","39.31","null","277.3","219","37","null","null","0.74","170","49","0","39.31","39.31","5.353","null",
"2553895","null","Adam Humphries","WR","TB","WR","TB","-78.4467","39.98","null","275.7","220","94","null","null","3.9","170","50","0","39.98","39.98","4.5508","null",
"2495187","null","Lance Kendricks","TE","LA","TE","LA","-78.9167","38.58","null","229.1","221","38","null","null","0.72","170","51","0","38.58","38.58","3.6335","null",
"2507218","null","Brent Celek","TE","PHI","TE","PHI","-78.9367","38.56","null","275","222","39","null","null","1.585","170","52","0","38.56","38.56","4.2353","null",
"2555418","null","Jordan Howard","RB","CHI","RB","CHI","-79.0333","52.41","null","149.5","223","63","null","null","2.555","170","53","1.4","52.41","52.41","7.9831","null",
"2555215","null","Leonte Carroo","WR","MIA","WR","MIA","-79.0467","39.38","null","221.1","224","95","null","null","6.85","170","54","0","39.38","39.38","5.6153","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","-79.2533","52.19","null","206.5","225","64","null","null","5.41","170","55","0","52.19","52.19","4.8738","null",
"2550656","null","Cameron Brate","TE","TB","TE","TB","-80.3367","37.16","null","203.2","226","40","null","null","0.43","170","56","0","37.16","37.16","4.6365","null",
"2552401","null","MyCole Pruitt","TE","MIN","TE","MIN","-80.7067","36.79","null","305.7","227","41","null","null","0.305","170","57","0","36.79","36.79","6.1841","null",
"2534820","null","Garrett Celek","TE","SF","TE","SF","-80.8267","36.67","null","249.9","228","42","null","null","1.98","170","58","0","36.67","36.67","7.2444","null",
"2552633","null","Jesse James","TE","PIT","TE","PIT","-81.1967","36.3","null","206.8","229","43","null","null","3.38","170","59","0","36.3","36.3","6.5566","null",
"2507428","null","Mike Tolbert","RB","CAR","RB","CAR","-83.9233","47.52","null","242.5","230","65","null","null","2.125","170","60","0","47.52","47.52","3.8301","null",
"2552586","null","Tyler Kroft","TE","CIN","TE","CIN","-84.4167","33.08","null","290","231","44","null","null","0.92","170","61","0","33.08","33.08","6.4706","null",
"2543721","null","C.J. Fiedorowicz","TE","HOU","TE","HOU","-84.7367","32.76","null","307","232","45","null","null","1.645","170","62","0","32.76","32.76","4.8658","null",
"2552375","null","Cameron Artis-Payne","RB","CAR","RB","CAR","-85.4033","46.04","null","201.8","233","66","null","null","2.355","170","63","0","46.04","46.04","5.3923","null",
"2552654","null","Geremy Davis","WR","NYG","WR","NYG","-85.6467","32.78","null","null","234","96","null","null","1.085","null","null","null","32.78","32.78","5.3599","null",
"2550313","null","Richard Rodgers","TE","GB","TE","GB","-85.9367","31.56","null","206","235","46","null","null","1.155","170","65","0","31.56","31.56","3.9201","null",
"2532933","null","Brian Quick","WR","LA","WR","LA","-86.1467","32.28","null","237.8","236","97","null","null","1.46","170","66","0","32.28","32.28","3.7483","null",
"2533460","null","Robert Turbin","RB","IND","RB","IND","-86.6933","44.75","null","217.2","237","67","null","null","2.365","170","67","0","44.75","44.75","5.5211","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","-86.8267","30.67","null","332","238","47","null","null","0.535","170","68","0","30.67","30.67","4.8456","null",
"318","null","Jerome Simpson","WR","SF","WR","SF","-87.3167","31.11","null","null","239","98","null","null","0.595","170","69","0","31.11","31.11","2.7575","null",
"2541316","null","Ryan Griffin","TE","HOU","TE","HOU","-87.3567","30.14","null","255","240","48","null","null","0.125","170","70","0","30.14","30.14","4.2353","null",
"2495888","null","Marcedes Lewis","TE","JAC","TE","JAC","-87.3667","30.13","null","null","241","49","null","null","0.68","170","71","0","30.13","30.13","3.6137","null",
"2550284","null","Trey Burton","TE","PHI","TE","PHI","-87.5967","29.9","null","null","242","50","null","null","1.66","170","72","0","29.9","29.9","5.4676","null",
"2507855","null","Victor Cruz","WR","NYG","WR","NYG","-87.8967","30.53","null","210.9","243","99","null","null","0.085","133.1","109.9","0","30.53","30.53","5.0123","null",
"2552429","null","Ty Montgomery","WR","GB","WR","GB","-87.9267","30.5","null","246.4","244","100","null","null","0.29","170","74","0","30.5","30.5","4.3021","null",
"2553737","null","Eli Rogers","WR","PIT","WR","PIT","-88.0367","30.39","null","189.4","245","101","null","null","1.595","170","75","0","30.39","30.39","5.9201","null",
"2532978","null","Jarius Wright","WR","MIN","WR","MIN","-88.3967","30.03","null","256","246","102","null","null","2.61","170","76","0","30.03","30.03","4.0667","null",
"2539995","null","Mychal Rivera","TE","OAK","TE","OAK","-88.4967","29","null","326","247","51","null","null","1.865","170","77","0","29","29","4.3499","null",
"2539217","null","Andre Ellington","RB","ARI","RB","ARI","-88.8233","42.62","null","203.7","248","68","null","null","1.16","170","78","0","42.62","42.62","6.6885","null",
"2555460","null","Paul Perkins","RB","NYG","RB","NYG","-89.2933","42.15","null","177.2","249","69","null","null","1.685","170","79","0","42.15","42.15","7.6566","null",
"2550405","null","Erik Swoope","TE","IND","TE","IND","-90.0167","27.48","null","null","250","52","null","null","0.85","170","80","0","27.48","27.48","2.7451","null",
"497095","null","Sam Bradford","QB","PHI","QB","PHI","-90.1127","182.034","null","204.1","251","28","null","null","20.573","170","81","0","182.034","182.034","6.8202","null",
"2556411","null","Josh Ferguson","RB","IND","RB","IND","-90.6733","40.77","null","199.3","252","70","null","null","0.74","170","82","0","40.77","40.77","5.2074","null",
"2495835","null","Anthony Fasano","TE","TEN","TE","TEN","-90.7067","26.79","null","null","253","53","null","null","0.785","170","83","0","26.79","26.79","4.2728","null",
"2539964","null","Marquise Goodwin","WR","BUF","WR","BUF","-90.8667","27.56","null","282.5","254","103","null","null","0.33","170","84","0","27.56","27.56","5.1109","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","-91.0267","26.47","null","null","255","54","null","null","2.285","170","85","0","26.47","26.47","4.0278","null",
"2550198","null","Bennie Fowler","WR","DEN","WR","DEN","-91.1467","27.28","null","null","256","104","null","null","0.815","170","86","0","27.28","27.28","8.3578","null",
"2508097","null","Andrew Hawkins","WR","CLE","WR","CLE","-91.2467","27.18","null","270.6","257","105","null","null","1.665","170","87","0","27.18","27.18","4.8018","null",
"2539663","null","Mike Gillislee","RB","BUF","RB","BUF","-91.2833","40.16","null","205.6","258","71","null","null","0.44","170","88","0","40.16","40.16","4.1301","null",
"2543565","null","Andre Williams","RB","NYG","RB","NYG","-91.5433","39.9","null","244.1","259","72","null","null","0.405","170","89","0","39.9","39.9","4.3789","null",
"2555229","null","Kenneth Dixon","RB","BAL","RB","BAL","-91.9033","39.54","null","146.2","260","73","null","null","0.52","170","90","0","39.54","39.54","8.2942","null",
"2552399","null","Jeff Heuerman","TE","DEN","TE","DEN","-91.9567","25.54","null","260.7","261","55","null","null","2.915","170","91","0","25.54","25.54","7.445","null",
"2532797","null","Brandon Bolden","RB","NE","RB","NE","-91.9933","39.45","null","null","262","74","null","null","0.91","170","92","0","39.45","39.45","4.6498","null",
"2555216","null","Malcolm Mitchell","WR","NE","WR","NE","-92.6767","25.75","null","204.1","263","106","null","null","0.62","170","93","0","25.75","25.75","6.1192","null",
"2535708","null","Lance Dunbar","RB","DAL","RB","DAL","-92.8533","38.59","null","221.5","264","75","null","null","0.24","170","94","0","38.59","38.59","5.5319","null",
"2553631","null","Zach Zenner","RB","DET","RB","DET","-92.9533","38.49","null","209.9","265","76","null","null","0.91","170","95","0","38.49","38.49","4.578","null",
"2553467","null","Quan Bray","WR","IND","WR","IND","-93.1467","25.28","null","null","266","107","null","null","0.37","170","96","0","25.28","25.28","8.1918","null",
"2543600","null","Alfred Blue","RB","HOU","RB","HOU","-93.2333","38.21","null","241.5","267","77","null","null","1.95","170","97","0","38.21","38.21","3.9146","null",
"2543590","null","Cody Latimer","WR","DEN","WR","DEN","-93.4467","24.98","null","266.6","268","108","null","null","1.64","170","98","0","24.98","24.98","4.01","null",
"2552425","null","Rashad Greene","WR","JAC","WR","JAC","-93.5867","24.84","null","274","269","109","null","null","3.47","170","99","0","24.84","24.84","5.0502","null",
"2550268","null","Charcandrick West","RB","KC","RB","KC","-94.4933","36.95","null","193.6","270","78","null","null","1.51","170","100","0","36.95","36.95","4.6346","null",
"2540200","null","Dion Sims","TE","MIA","TE","MIA","-94.6667","22.83","null","319.5","271","56","null","null","0.45","170","101","0","22.83","22.83","4.178","null",
"2540232","null","Jack Doyle","TE","IND","TE","IND","-95.0767","22.42","null","337","272","57","null","null","0.865","170","102","0","22.42","22.42","3.6048","null",
"2541199","null","Luke Willson","TE","SEA","TE","SEA","-95.1567","22.34","null","256.4","273","58","null","null","4.47","170","103","0","22.34","22.34","4.8371","null",
"2495471","null","Jacquizz Rodgers","RB","CHI","RB","CHI","-95.8733","35.57","null","291","274","79","null","null","0.975","170","104","0","35.57","35.57","4.9781","null",
"2542022","null","Khiry Robinson","RB","NYJ","RB","NYJ","-96.1333","35.31","null","212.2","275","80","null","null","3.37","170","105","0","35.31","35.31","4.6991","null",
"2553621","null","Lucky Whitehead","WR","DAL","WR","DAL","-96.5867","21.84","null","null","276","110","null","null","1.61","170","106","0","21.84","21.84","4.6338","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","-96.7267","20.77","null","null","277","59","null","null","5.805","170","107","0","20.77","20.77","5.4738","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","-97.5267","20.9","null","null","278","111","null","null","1.585","170","108","0","20.9","20.9","4.4825","null",
"2555234","null","Tyler Ervin","RB","HOU","RB","HOU","-97.5633","33.88","null","221.4","279","81","null","null","4.8","170","109","0","33.88","33.88","5.3923","null",
"2543491","null","Paul Richardson","WR","SEA","WR","SEA","-98.8667","19.56","null","327.5","280","112","null","null","1.08","170","110","0","19.56","19.56","4.0128","null",
"2649","null","Danny Amendola","WR","NE","WR","NE","-99.3567","19.07","null","215.4","281","113","null","null","1.75","170","111","0","19.07","19.07","4.097","null",
"2550163","null","Michael Campanaro","WR","BAL","WR","BAL","-100.5367","17.89","null","null","282","114","null","null","1.205","null","null","null","17.89","17.89","4.0736","null",
"497190","null","Dexter McCluster","RB","TEN","RB","TEN","-101.4433","30","null","270.3","283","82","null","null","2.34","170","113","0","30","30","5.023","null",
"2541388","null","Brice Butler","WR","DAL","WR","DAL","-101.6767","16.75","null","null","284","115","null","null","0.71","170","114","0","16.75","16.75","3.9906","null",
"2553434","null","Devin Smith","WR","NYJ","WR","NYJ","-101.8067","16.62","null","285.3","285","116","null","null","1.335","170","115","0","16.62","16.62","5.7437","null",
"71431","null","Brandon Pettigrew","TE","DET","TE","DET","-102.5267","14.97","null","null","286","60","null","null","0.785","170","116","0","14.97","14.97","4.468","null",
"497246","null","Michael Hoomanawanui","TE","NO","TE","NO","-102.5367","14.96","null","null","287","61","null","null","1.62","170","117","0","14.96","14.96","3.7768","null",
"2539214","null","Kenbrell Thompkins","WR","NYJ","WR","NYJ","-102.9667","15.46","null","null","288","117","null","null","0.91","null","null","null","15.46","15.46","3.9433","null",
"2555461","null","Wendell Smallwood","RB","PHI","RB","PHI","-103.2833","28.16","null","181","289","83","null","null","1.16","170","119","0","28.16","28.16","7.6104","null",
"2555468","null","Rashard Higgins","WR","CLE","WR","CLE","-103.3167","15.11","null","243.8","290","118","null","null","1.365","170","120","0","15.11","15.11","7.3308","null",
"2553667","null","Matt LaCosse","TE","NYG","TE","NYG","-104.0867","13.41","null","null","291","62","null","null","0.525","170","121","0","13.41","13.41","null","null",
"2495826","null","Vernon Davis","TE","WAS","TE","WAS","-104.2267","13.27","null","246.4","292","63","null","null","1.205","170","122","0","13.27","13.27","4.9382","null",
"2540230","null","Kyle Juszczyk","RB","BAL","RB","BAL","-104.2833","27.16","null","null","293","84","null","null","0.885","170","123","0","27.16","27.16","5.2998","null",
"2552411","null","Dezmin Lewis","WR","BUF","WR","BUF","-104.4367","13.99","null","null","294","119","null","null","0.87","null","null","null","13.99","13.99","7.2479","null",
"2555230","null","Kenyan Drake","RB","MIA","RB","MIA","-104.6033","26.84","null","208.6","295","85","null","null","3.12","170","125","0","26.84","26.84","5.9081","null",
"80427","null","Darrius Heyward-Bey","WR","PIT","WR","PIT","-104.9267","13.5","null","209.5","296","120","null","null","0.83","170","126","0","13.5","13.5","3.7218","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","-104.9967","12.5","null","null","297","64","null","null","0.88","170","127","0","12.5","12.5","null","null",
"2530700","null","Dontrelle Inman","WR","SD","WR","SD","-105.6867","12.74","null","250.5","298","121","null","null","0.14","170","128","0","12.74","12.74","4.9657","null",
"2555459","null","Keith Marshall","RB","WAS","RB","WAS","-105.7333","25.71","null","211.5","299","86","null","null","4.06","170","129","0","25.71","25.71","8.2982","null",
"2543774","null","Jared Abbrederis","WR","GB","WR","GB","-105.8267","12.6","null","278.6","300","122","null","null","0.485","170","130","0","12.6","12.6","4.8944","null",
"2555413","null","Trevor Davis","WR","GB","WR","GB","-105.8267","12.6","null","null","300","122","null","null","1.105","null","null","null","12.6","12.6","3.7002","null",
"2555289","null","Nick Vannett","TE","SEA","TE","SEA","-105.8667","11.63","null","null","302","65","null","null","0.73","170","132","0","11.63","11.63","14.4089","null",
"2540211","null","Gavin Escobar","TE","DAL","TE","DAL","-105.8867","11.61","null","null","303","66","null","null","1.45","170","133","0","11.61","11.61","4.0634","null",
"2495453","null","Andre Holmes","WR","OAK","WR","OAK","-106.7967","11.63","null","null","304","124","null","null","0.595","170","134","0","11.63","11.63","4.1151","null",
"2543746","null","Josh Huff","WR","PHI","WR","PHI","-107.0667","11.36","null","null","305","125","null","null","0.65","170","135","0","11.36","11.36","4.447","null",
"2552559","null","C.J. Uzomah","TE","CIN","TE","CIN","-107.3067","10.19","null","null","306","67","null","null","0.11","170","136","0","10.19","10.19","7.1871","null",
"2541187","null","Demetrius Harris","TE","KC","TE","KC","-107.3667","10.13","null","null","307","68","null","null","0.19","170","137","0","10.13","10.13","13.148","null",
"2533028","null","James Hanna","TE","DAL","TE","DAL","-107.4667","10.03","null","null","308","69","null","null","0.82","170","138","0","10.03","10.03","7.8176","null",
"497226","null","Jim Dray","TE","BUF","TE","BUF","-107.6467","9.85","null","null","309","70","null","null","2.195","170","139","0","9.85","9.85","3.6048","null",
"2552627","null","DeAndre Smelter","WR","SF","WR","SF","-107.7167","10.71","null","232","310","126","null","null","0.07","170","140","0","10.71","10.71","5.1317","null",
"2555362","null","Aaron Burbridge","WR","SF","WR","SF","-107.7167","10.71","null","null","310","126","null","null","0.47","null","null","null","10.71","10.71","11.4283","null",
"2550328","null","Brandon Coleman","WR","NO","WR","NO","-107.8567","10.57","null","231.5","312","128","null","null","0.725","170","142","0","10.57","10.57","4.2085","null",
"2535869","null","Rod Streater","WR","KC","WR","KC","-108.5167","9.91","null","null","313","129","null","null","0.205","null","null","null","9.91","9.91","4.5464","null",
"2539256","null","Aaron Dobson","WR","NE","WR","NE","-108.6467","9.78","null","null","314","130","null","null","0.2","170","144","0","9.78","9.78","5.3226","null",
"71417","null","Jordan Norwood","WR","DEN","WR","DEN","-108.7967","9.63","null","null","315","131","null","null","0.12","170","145","0","9.63","9.63","6.1068","null",
"2555350","null","Kolby Listenbee","WR","BUF","WR","BUF","-108.8967","9.53","null","null","316","132","null","null","0.355","170","146","0","9.53","9.53","14.6441","null",
"79589","null","David Johnson","TE","PIT","TE","PIT","-108.9267","8.57","null","null","317","71","null","null","1.845","170","147","0","8.57","8.57","5.0377","null",
"2495158","null","Leonard Hankerson","WR","BUF","WR","BUF","-108.9367","9.49","null","null","318","133","null","null","0.78","170","148","0","9.49","9.49","3.6917","null",
"2553725","null","Bradley Marquez","WR","LA","WR","LA","-109.5667","8.86","null","null","319","134","null","null","0.39","null","null","null","8.86","8.86","6.7084","null",
"2539289","null","Kenjon Barner","RB","PHI","RB","PHI","-109.7133","21.73","null","184.6","320","87","null","null","0.26","170","150","0","21.73","21.73","5.1081","null",
"2505354","null","Tony Romo","QB","DAL","QB","DAL","-109.8567","162.29","null","148.3","321","29","null","null","19.217","170","151","2.4","162.29","162.29","4.7744","null",
"2556214","null","Tyreek Hill","WR","KC","WR","KC","-109.8667","8.56","null","null","322","135","null","null","0.255","170","152","0","8.56","8.56","10.2872","null",
"2550658","null","Branden Oliver","RB","SD","RB","SD","-109.8733","21.57","null","null","323","88","null","null","0.275","170","153","0","21.57","21.57","null","null",
"2539235","null","Tavarres King","WR","NYG","WR","NYG","-110.0467","8.38","null","null","324","136","null","null","0.3","null","null","null","8.38","8.38","null","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","-110.0733","21.37","null","null","325","89","null","null","1.72","170","155","0","21.37","21.37","4.2064","null",
"2540145","null","Cordarrelle Patterson","WR","MIN","WR","MIN","-110.1967","8.23","null","null","326","137","null","null","0.83","170","156","0","8.23","8.23","3.7499","null",
"2550738","null","Fitzgerald Toussaint","RB","PIT","RB","PIT","-110.2233","21.22","null","null","327","90","null","null","3.25","170","157","0","21.22","21.22","5.3461","null",
"2495341","null","Cecil Shorts","WR","HOU","WR","HOU","-110.4967","7.93","null","270.8","328","138","null","null","1.205","170","158","0","7.93","7.93","5.892","null",
"2535943","null","Sean McGrath","TE","SD","TE","SD","-110.7567","6.74","null","null","329","72","null","null","0.06","170","159","0","6.74","6.74","null","null",
"497242","null","Clay Harbor","TE","NE","TE","NE","-110.7867","6.71","null","null","330","73","null","null","0.07","170","160","0","6.71","6.71","8.4767","null",
"2532835","null","Rhett Ellison","TE","MIN","TE","MIN","-110.8467","6.65","null","null","331","74","null","null","0.135","170","161","0","6.65","6.65","3.9201","null",
"2507828","null","Logan Paulsen","TE","WAS","TE","WAS","-110.8667","6.63","null","null","332","75","null","null","0.24","170","162","0","6.63","6.63","4.5777","null",
"2553292","null","Kennard Backman","TE","GB","TE","GB","-111.0967","6.4","null","null","333","76","null","null","0.2","170","163","0","6.4","6.4","null","null",
"2543628","null","Troy Niklas","TE","ARI","TE","ARI","-111.1167","6.38","null","null","334","77","null","null","0.4","170","164","0","6.38","6.38","7.7282","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","-111.4767","6.02","null","null","335","78","null","null","0.16","170","165","0","6.02","6.02","6.0898","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","-111.5147","160.632","null","216.9","336","30","null","null","35.468","170","166","0","160.632","160.632","4.6878","null",
"2541785","null","Adam Thielen","WR","MIN","WR","MIN","-111.5567","6.87","null","null","337","139","null","null","0.46","170","167","0","6.87","6.87","3.0259","null",
"2555483","null","Thomas Duarte","TE","MIA","TE","MIA","-111.5567","5.94","null","null","337","79","null","null","0.16","170","167","0","5.94","5.94","null","null",
"2507486","null","Kellen Davis","TE","NYJ","TE","NYJ","-111.7167","5.78","null","null","339","80","null","null","0.095","170","169","0","5.78","5.78","4.9998","null",
"2552478","null","Blake Bell","TE","SF","TE","SF","-111.7167","5.78","null","301","339","80","null","null","0.22","170","169","0","5.78","5.78","6.9865","null",
