playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"100018","null","Raiders","DST","OAK","DST","OAK","-20","115","null","199.2","169","18","null","null","0.5","null","null","1.1","115","115","8.6051","null",
"100022","null","Saints","DST","NO","DST","NO","-20","115","null","249.7","169","18","null","null","2.5","null","null","0","115","115","4.2183","null",
"2533436","null","Brock Osweiler","QB","HOU","QB","HOU","-20.64","234.56","null","180.5","171","21","null","null","2.14","142.27","28.73","2.8","234.56","234.56","3.6237","null",
"71217","null","Kenny Britt","WR","LA","WR","LA","-20.7333","84","null","194","172","50","null","null","0.35","167.39","4.61","0","84","84","3.5605","null",
"2540202","null","Kenny Stills","WR","MIA","WR","MIA","-20.9333","83.8","null","173.5","173","51","null","null","0.45","159.18","13.82","0","83.8","83.8","5.0903","null",
"100024","null","Jets","DST","NYJ","DST","NYJ","-21","114","null","195.7","174","20","null","null","5","null","null","1.2","114","114","4.2183","null",
"2555214","null","Laquon Treadwell","WR","MIN","WR","MIN","-21.2333","83.5","null","144.5","175","52","null","null","0.8","139.94","35.06","2.2","83.5","83.5","5.6262","null",
"2552491","null","Dorial Green-Beckham","WR","TEN","WR","TEN","-21.5333","83.2","null","null","176","53","null","null","1.15","153.29","22.71","null","83.2","83.2","4.7836","null",
"310","null","Matt Ryan","QB","ATL","QB","ATL","-22.22","232.98","null","135.3","177","22","null","null","1.3","123.54","53.46","3.6","232.98","232.98","3.1776","null",
"2507763","null","Mike Wallace","WR","BAL","WR","BAL","-22.5333","82.2","null","146.9","178","54","null","null","1.35","155.85","22.15","1.6","82.2","82.2","3.4973","null",
"2539205","null","Terrance Williams","WR","DAL","WR","DAL","-22.8333","81.9","null","158.5","179","55","null","null","2.2","156.17","22.83","0","81.9","81.9","3.5203","null",
"2506581","null","Ryan Fitzpatrick","QB","NYJ","QB","NYJ","-23.34","231.86","null","139.4","180","23","null","null","4.18","143.72","36.28","2.7","231.86","231.86","3.6152","null",
"2532956","null","Ryan Tannehill","QB","MIA","QB","MIA","-23.7","231.5","null","137.8","181","24","null","null","10.3","142.89","38.11","3.2","231.5","231.5","3.819","null",
"100002","null","Ravens","DST","BAL","DST","BAL","-24","111","null","267.4","182","21","null","null","4","null","null","0","111","111","3.5916","null",
"2505629","null","Jason Witten","TE","DAL","TE","DAL","-24.1667","90.4","null","135.4","183","11","null","null","4.35","112.01","70.99","2.6","90.4","90.4","3.0747","null",
"2555317","null","Tajae Sharpe","WR","TEN","WR","TEN","-24.9333","79.8","null","155.7","184","56","null","null","0.3","147.64","36.36","0","79.8","79.8","5.8492","null",
"2540169","null","Robert Woods","WR","BUF","WR","BUF","-25.1333","79.6","null","192.7","185","57","null","null","1.65","null","null","0","79.6","79.6","3.9787","null",
"2537931","null","Josh Gordon","WR","CLE","WR","CLE","-25.3333","79.4","null","90.5","186","58","null","null","3.2","90.87","95.13","5.2","79.4","79.4","3.4693","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","-27.3667","87.2","null","96.3","187","12","null","null","2.6","109.84","77.16","1.9","87.2","87.2","6.0442","null",
"2495469","null","Dion Lewis","RB","NE","RB","NE","-27.8667","103.3","null","148.9","188","41","null","null","4.55","115.49","72.51","10.3","103.3","103.3","6.4528","null",
"100003","null","Bills","DST","BUF","DST","BUF","-28","107","null","200.9","189","22","null","null","1","null","null","1.2","107","107","6.7251","null",
"100023","null","Giants","DST","NYG","DST","NYG","-28","107","null","211.6","189","22","null","null","2","null","null","0","107","107","4.845","null",
"2552458","null","Devin Funchess","WR","CAR","WR","CAR","-28.2333","76.5","null","120.5","191","59","null","null","1.15","133.59","57.41","1.8","76.5","76.5","5.2272","null",
"2532887","null","Jermaine Kearse","WR","SEA","WR","SEA","-28.8333","75.9","null","204","192","60","null","null","1.45","169.43","22.57","0","75.9","75.9","4.2549","null",
"238457","null","Zach Miller","TE","CHI","TE","CHI","-29.6667","84.9","null","146.6","193","13","null","null","0.75","141.89","51.11","1.2","84.9","84.9","3.3153","null",
"2552656","null","J.J. Nelson","WR","ARI","WR","ARI","-29.9333","74.8","null","231.1","194","61","null","null","0.8","null","null","0","74.8","74.8","4.7342","null",
"100001","null","Falcons","DST","ATL","DST","ATL","-30","105","null","260.7","195","24","null","null","1","null","null","0","105","105","5.8895","null",
"100021","null","Patriots","DST","NE","DST","NE","-30","105","null","183.5","195","24","null","null","2.5","null","null","1.3","105","105","3.8005","null",
"497236","null","Jimmy Graham","TE","SEA","TE","SEA","-30.2667","84.3","null","140.5","197","14","null","null","1.5","113.23","83.77","2.5","84.3","84.3","4.6935","null",
"2533046","null","Dwayne Allen","TE","IND","TE","IND","-30.5667","84","null","115.2","198","15","null","null","2.65","123.26","74.74","1.8","84","84","4.151","null",
"497302","null","Brandon LaFell","WR","CIN","WR","CIN","-30.6333","74.1","null","192","199","62","null","null","0.5","null","null","0","74.1","74.1","3.8397","null",
"2550597","null","Seth Roberts","WR","OAK","WR","OAK","-30.8333","73.9","null","206.3","200","63","null","null","0.75","null","null","0","73.9","73.9","5.1254","null",
"2495824","null","Jay Cutler","QB","CHI","QB","CHI","-31.34","223.86","null","160","201","25","null","null","6.69","151.15","49.85","0","223.86","223.86","4.2188","null",
"2555346","null","Will Fuller","WR","HOU","WR","HOU","-31.4333","73.3","null","172.1","202","64","null","null","0.55","152.2","49.8","1.9","73.3","73.3","3.8159","null",
"2553432","null","Kevin White","WR","CHI","WR","CHI","-31.7333","73","null","96","203","65","null","null","0.5","108.39","94.61","3.1","73","73","4.1684","null",
"100008","null","Cowboys","DST","DAL","DST","DAL","-32","103","null","257","204","26","null","null","1","null","null","0","103","103","4.6361","null",
"2552375","null","Cameron Artis-Payne","RB","CAR","RB","CAR","-32.0667","99.1","null","201.8","205","42","null","null","1.2","152.24","52.76","0","99.1","99.1","5.8111","null",
"2346","null","Pierre Garcon","WR","WAS","WR","WAS","-32.2333","72.5","null","159.9","206","66","null","null","0.85","157.37","48.63","1.4","72.5","72.5","3.67","null",
"2505587","null","Anquan Boldin","WR","DET","WR","DET","-32.2333","72.5","null","166.2","206","66","null","null","1.85","158.03","47.97","0","72.5","72.5","3.2091","null",
"497206","null","James Starks","RB","GB","RB","GB","-32.7667","98.4","null","152","208","43","null","null","1.55","141.58","66.42","1.2","98.4","98.4","3.4541","null",
"2540148","null","Tyler Eifert","TE","CIN","TE","CIN","-32.9667","81.6","null","106.3","209","16","null","null","0.7","109.09","99.91","3.2","81.6","81.6","7.8405","null",
"100006","null","Bengals","DST","CIN","DST","CIN","-33","102","null","192.1","210","27","null","null","0.5","null","null","1.7","102","102","3.8005","null",
"100029","null","49ers","DST","SF","DST","SF","-33","102","null","261.3","210","27","null","null","3.5","null","null","0","102","102","5.6806","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","-33.4667","81.1","null","157.3","212","17","null","null","0.9","150.21","61.79","1.5","81.1","81.1","4.4244","null",
"4383","null","Tim Hightower","RB","NO","RB","NO","-33.7667","97.4","null","176.1","213","44","null","null","1.35","155.78","57.22","0","97.4","97.4","6.4917","null",
"2552397","null","Clive Walford","TE","OAK","TE","OAK","-33.8667","80.7","null","166.1","214","18","null","null","4.3","163.79","50.21","0","80.7","80.7","5.6179","null",
"2530700","null","Dontrelle Inman","WR","SD","WR","SD","-33.9333","70.8","null","250.5","215","68","null","null","0.4","null","null","0","70.8","70.8","5.0178","null",
"100019","null","Dolphins","DST","MIA","DST","MIA","-34","101","null","234.2","216","29","null","null","7.5","null","null","0","101","101","8.1873","null",
"2539336","null","Tavon Austin","WR","LA","WR","LA","-34.2333","70.5","null","113.7","217","69","null","null","0.95","104.73","112.27","1.6","70.5","70.5","4.0977","null",
"2533040","null","Mohamed Sanu","WR","ATL","WR","ATL","-34.4333","70.3","null","135.8","218","70","null","null","1.7","142.63","75.37","1.5","70.3","70.3","3.5454","null",
"2543466","null","Eric Ebron","TE","DET","TE","DET","-34.8667","79.7","null","130.8","220","19","null","null","6.65","151.97","68.03","1.2","79.7","79.7","4.7435","null",
"2555417","null","C.J. Prosise","RB","SEA","RB","SEA","-34.8667","96.3","null","157.3","219","45","null","null","0.65","158.12","60.88","1.3","96.3","96.3","7.2183","null",
"2540204","null","Spencer Ware","RB","KC","RB","KC","-35.3667","95.8","null","157.3","221","46","null","null","1.7","147.51","73.49","1.5","95.8","95.8","4.5794","null",
"2495473","null","Shane Vereen","RB","NYG","RB","NYG","-35.6667","95.5","null","154.5","222","47","null","null","2.85","140.7","81.3","1.1","95.5","95.5","3.7148","null",
"2539291","null","Markus Wheaton","WR","PIT","WR","PIT","-35.9333","68.8","null","123.3","223","71","null","null","0.9","131.44","91.56","1.3","68.8","68.8","3.9571","null",
"2555343","null","Josh Doctson","WR","WAS","WR","WAS","-36.3333","68.4","null","166.8","224","72","null","null","1.7","157.05","66.95","1.3","68.4","68.4","6.4587","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","-36.66","218.54","null","216.9","225","26","null","null","3.17","null","null","0","218.54","218.54","4.7114","null",
"2552418","null","Justin Hardy","WR","ATL","WR","ATL","-37.3333","67.4","null","218.2","226","73","null","null","1.4","null","null","0","67.4","67.4","3.9486","null",
"2533444","null","Randy Bullock","K","NYJ","K","NYJ","-37.6","2.5","null","null","227","33","null","null","1.85","null","null","null","2.5","2.5","null","null",
"2556075","null","Derrick Henry","RB","TEN","RB","TEN","-38.4667","92.7","null","104.8","228","48","null","null","0.3","105.96","122.04","4.2","92.7","92.7","3.6168","null",
"262","null","Chris Johnson","RB","ARI","RB","ARI","-38.5667","92.6","null","163.7","229","49","null","null","0.5","151.26","77.74","1.7","92.6","92.6","3.5145","null",
"2532977","null","Kendall Wright","WR","TEN","WR","TEN","-38.7333","66","null","164.9","230","74","null","null","0.5","165.54","64.46","0","66","66","4.176","null",
"2543495","null","Davante Adams","WR","GB","WR","GB","-38.7333","66","null","193.7","230","74","null","null","1.35","null","null","0","66","66","4.3778","null",
"2539322","null","Christine Michael","RB","SEA","RB","SEA","-38.9667","92.2","null","143.5","232","50","null","null","0.5","126.93","105.07","2.1","92.2","92.2","4.1386","null",
"100007","null","Browns","DST","CLE","DST","CLE","-39","96","null","260","233","30","null","null","5","null","null","0","96","96","8.3962","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","-39.1667","92","null","115.2","234","51","null","null","3.05","139.14","94.86","1.4","92","92","3.1175","null",
"2507463","null","Connor Barth","K","NO","K","NO","-39.4","0.7","null","null","235","34","null","null","0.1","null","null","0","0.7","0.7","7.0931","null",
"2543465","null","Teddy Bridgewater","QB","MIN","QB","MIN","-39.4","215.8","null","186.1","236","27","null","null","21.15","149.11","86.89","3.1","215.8","215.8","8.1034","null",
"2543781","null","Zach Hocker","K","CIN","K","CIN","-39.5","0.6","null","null","237","35","null","null","null","null","null","0","0.6","0.6","1.3657","null",
"2507166","null","Ted Ginn","WR","CAR","WR","CAR","-39.7333","65","null","174.4","238","76","null","null","0.8","151.02","86.98","1.7","65","65","3.8441","null",
"2539663","null","Mike Gillislee","RB","BUF","RB","BUF","-39.7667","91.4","null","205.6","239","52","null","null","5.7","171.28","67.72","0","91.4","91.4","4.1468","null",
"2533033","null","Robert Griffin","QB","CLE","QB","CLE","-40.26","214.94","null","174.7","240","28","null","null","50.66","150.78","89.22","3","214.94","214.94","6.0227","null",
"2532903","null","Rishard Matthews","WR","TEN","WR","TEN","-40.4333","64.3","null","140.5","241","77","null","null","0.7","155.17","85.83","1.4","64.3","64.3","4.0593","null",
"2539250","null","Quinton Patton","WR","SF","WR","SF","-40.6333","64.1","null","249.6","242","78","null","null","1.2","null","null","0","64.1","64.1","3.7211","null",
"2532853","null","Ladarius Green","TE","PIT","TE","PIT","-41.4667","73.1","null","154.7","243","20","null","null","0.75","143.77","99.23","0","73.1","73.1","5.7007","null",
"71265","null","Jared Cook","TE","GB","TE","GB","-41.5667","73","null","160.1","244","21","null","null","2.7","141.38","102.62","2.2","73","73","3.587","null",
"2555348","null","Braxton Miller","WR","HOU","WR","HOU","-41.6333","63.1","null","236.2","245","79","null","null","0.55","null","null","0","63.1","63.1","4.4675","null",
"2552463","null","Jaelen Strong","WR","HOU","WR","HOU","-42.0333","62.7","null","195.8","246","80","null","null","0.4","null","null","0","62.7","62.7","5.9016","null",
"2535698","null","Cole Beasley","WR","DAL","WR","DAL","-42.3333","62.4","null","231.9","247","81","null","null","0.2","null","null","0","62.4","62.4","3.8832","null",
"1990","null","Eddie Royal","WR","CHI","WR","CHI","-42.5333","62.2","null","229.8","248","82","null","null","0.45","null","null","0","62.2","62.2","4.118","null",
"2550546","null","Philly Brown","WR","CAR","WR","CAR","-42.5333","62.2","null","264.3","248","82","null","null","3.15","null","null","null","62.2","62.2","4.2842","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","-42.8667","71.7","null","179.9","250","22","null","null","3.7","156.85","93.15","0","71.7","71.7","4.6118","null",
"2649","null","Danny Amendola","WR","NE","WR","NE","-43.4333","61.3","null","215.4","251","84","null","null","4.65","162.9","88.1","0","61.3","61.3","4.0371","null",
"100012","null","Titans","DST","TEN","DST","TEN","-44","91","null","260.3","252","31","null","null","null","null","null","0","91","91","6.0984","null",
"2540020","null","Theo Riddick","RB","DET","RB","DET","-44.6667","86.5","null","124.6","253","53","null","null","2.3","135.29","117.71","1.3","86.5","86.5","3.164","null",
"2543683","null","Austin Seferian-Jenkins","TE","TB","TE","TB","-45.6667","68.9","null","168.2","254","23","null","null","4.1","158.44","95.56","0","68.9","68.9","6.5793","null",
"2555464","null","DeAndre Washington","RB","OAK","RB","OAK","-46.2667","84.9","null","147.3","255","54","null","null","3.15","149.57","105.43","1.6","84.9","84.9","7.1724","null",
"2550313","null","Richard Rodgers","TE","GB","TE","GB","-47.4667","67.1","null","206","256","24","null","null","4.7","161.56","94.44","0","67.1","67.1","3.824","null",
"2540011","null","Chris Thompson","RB","WAS","RB","WAS","-47.6667","83.5","null","171.6","257","55","null","null","4","159.21","97.79","0","83.5","83.5","5.2439","null",
"2552597","null","Breshad Perriman","WR","BAL","WR","BAL","-47.9333","56.8","null","179.7","258","85","null","null","0.35","null","null","0","56.8","56.8","5.6996","null",
"2530515","null","Chris Hogan","WR","NE","WR","NE","-48.2333","56.5","null","168.2","259","86","null","null","0.45","154.65","104.35","1.1","56.5","56.5","4.8418","null",
"2541388","null","Brice Butler","WR","DAL","WR","DAL","-48.3333","56.4","null","null","260","87","null","null","1.5","null","null","0","56.4","56.4","4.0984","null",
"2540279","null","Nick Williams","WR","ATL","WR","ATL","-49.0333","55.7","null","null","261","88","null","null","2.05","null","null","null","55.7","55.7","6.9056","null",
"2550272","null","Albert Wilson","WR","KC","WR","KC","-50.6333","54.1","null","234.3","262","89","null","null","1.4","null","null","0","54.1","54.1","4.1082","null",
"2542022","null","Khiry Robinson","RB","NYJ","RB","NYJ","-51.1667","80","null","212.2","263","56","null","null","1.15","null","null","0","80","80","4.9603","null",
"2543774","null","Jared Abbrederis","WR","GB","WR","GB","-51.5333","53.2","null","278.6","264","90","null","null","2.65","null","null","0","53.2","53.2","4.794","null",
"324","null","Jacob Tamme","TE","ATL","TE","ATL","-52.0667","62.5","null","217.1","265","25","null","null","0.4","174.33","90.67","0","62.5","62.5","3.6","null",
"2506467","null","Darren Sproles","RB","PHI","RB","PHI","-52.1667","79","null","151","266","57","null","null","2.55","140.13","125.87","1.2","79","79","3.6089","null",
"2540215","null","Vance McDonald","TE","SF","TE","SF","-52.2667","62.3","null","173.7","267","26","null","null","2.55","172.5","94.5","0","62.3","62.3","3.824","null",
"2555460","null","Paul Perkins","RB","NYG","RB","NYG","-52.4667","78.7","null","177.2","268","58","null","null","4.55","163.6","104.4","0","78.7","78.7","8.5904","null",
"2555419","null","Pharoh Cooper","WR","LA","WR","LA","-52.5333","52.2","null","217.6","269","91","null","null","3.55","null","null","0","52.2","52.2","6.1329","null",
"2534820","null","Garrett Celek","TE","SF","TE","SF","-52.6667","61.9","null","249.9","270","27","null","null","4.4","null","null","0","61.9","61.9","6.9299","null",
"2532933","null","Brian Quick","WR","LA","WR","LA","-55.8333","48.9","null","237.8","271","92","null","null","1.55","null","null","0","48.9","48.9","3.7021","null",
"2532978","null","Jarius Wright","WR","MIN","WR","MIN","-56.3333","48.4","null","256","272","93","null","null","2.2","null","null","0","48.4","48.4","4.0059","null",
"2541544","null","Benny Cunningham","RB","LA","RB","LA","-56.9667","74.2","null","185.5","273","59","null","null","1.15","169.16","103.84","null","74.2","74.2","5.6976","null",
"2550656","null","Cameron Brate","TE","TB","TE","TB","-56.9667","57.6","null","203.2","274","28","null","null","0.3","null","null","0","57.6","57.6","4.4934","null",
"2555418","null","Jordan Howard","RB","CHI","RB","CHI","-57.0667","74.1","null","149.5","275","60","null","null","3.75","160.86","114.14","1.4","74.1","74.1","8.4215","null",
"497256","null","Tony Moeaki","TE","CHI","TE","CHI","-57.1667","57.4","null","null","276","29","null","null","0.45","null","null","0","57.4","57.4","3.2048","null",
"2540232","null","Jack Doyle","TE","IND","TE","IND","-57.3667","57.2","null","337","277","30","null","null","1.15","null","null","0","57.2","57.2","3.5295","null",
"2495267","null","Jordan Cameron","TE","MIA","TE","MIA","-57.8667","56.7","null","174.6","278","31","null","null","2.15","170.62","107.38","0","56.7","56.7","4.5994","null",
"2541147","null","Charles Johnson","WR","MIN","WR","MIN","-58.4333","46.3","null","194.6","279","94","null","null","0.2","null","null","0","46.3","46.3","3.7725","null",
"2505551","null","Andre Johnson","WR","FA","WR","FA","-58.6333","46.1","null","null","280","95","null","null","0.05","null","null","null","46.1","46.1","3.0146","null",
"2552470","null","Sammie Coates","WR","PIT","WR","PIT","-58.6333","46.1","null","156.5","280","95","null","null","0.45","151.82","128.18","1.2","46.1","46.1","5.1841","null",
"2552415","null","Jamison Crowder","WR","WAS","WR","WAS","-58.7333","46","null","201.2","282","97","null","null","1.45","null","null","0","46","46","4.5679","null",
"2495187","null","Lance Kendricks","TE","LA","TE","LA","-59.1667","55.4","null","229.1","284","32","null","null","2.35","null","null","0","55.4","55.4","3.5563","null",
"2543551","null","KaDeem Carey","RB","CHI","RB","CHI","-59.1667","72","null","217.1","283","61","null","null","3.45","null","null","0","72","72","3.8375","null",
"2543750","null","Jeff Janis","WR","GB","WR","GB","-59.4333","45.3","null","217.3","285","98","null","null","1.8","null","null","0","45.3","45.3","3.8012","null",
"2541199","null","Luke Willson","TE","SEA","TE","SEA","-60.8667","53.7","null","256.4","286","33","null","null","1.75","null","null","0","53.7","53.7","4.6808","null",
"2507855","null","Victor Cruz","WR","NYG","WR","NYG","-60.9333","43.8","null","210.9","287","99","null","null","0.6","152.85","134.15","0","43.8","43.8","4.9103","null",
"2543475","null","Marqise Lee","WR","JAC","WR","JAC","-61.5333","43.2","null","265","288","100","null","null","0.1","null","null","0","43.2","43.2","5.7013","null",
"2552600","null","Nelson Agholor","WR","PHI","WR","PHI","-61.5333","43.2","null","180.2","288","100","null","null","0.5","null","null","0","43.2","43.2","6.411","null",
"2552425","null","Rashad Greene","WR","JAC","WR","JAC","-61.7333","43","null","274","290","102","null","null","0.7","null","null","0","43","43","4.9341","null",
"2543794","null","Crockett Gillmore","TE","BAL","TE","BAL","-62.1667","52.4","null","237","291","34","null","null","2.25","null","null","0","52.4","52.4","4.4666","null",
"2541966","null","Jaron Brown","WR","ARI","WR","ARI","-62.3333","42.4","null","null","292","103","null","null","0.8","null","null","0","42.4","42.4","4.3821","null",
"2552453","null","Tevin Coleman","RB","ATL","RB","ATL","-62.4667","68.7","null","116.5","293","62","null","null","0.35","137.2","155.8","1.4","68.7","68.7","6.0326","null",
"2543746","null","Josh Huff","WR","PHI","WR","PHI","-62.5333","42.2","null","null","294","104","null","null","2.05","null","null","0","42.2","42.2","4.5288","null",
"2555229","null","Kenneth Dixon","RB","BAL","RB","BAL","-62.7667","68.4","null","146.2","295","63","null","null","0.1","153.95","141.05","0","68.4","68.4","8.7828","null",
"284","null","Darren McFadden","RB","DAL","RB","DAL","-62.8667","68.3","null","173","296","64","null","null","0.8","165.41","130.59","0","68.3","68.3","5.9317","null",
"2555230","null","Kenyan Drake","RB","MIA","RB","MIA","-62.8667","68.3","null","208.6","297","65","null","null","2.05","null","null","0","68.3","68.3","5.9755","null",
"2540928","null","Darren Fells","TE","ARI","TE","ARI","-63.0667","51.5","null","277.3","298","35","null","null","3.1","null","null","0","51.5","51.5","5.1628","null",
"80427","null","Darrius Heyward-Bey","WR","PIT","WR","PIT","-63.7333","41","null","209.5","299","105","null","null","1.9","null","null","0","41","41","3.6751","null",
"2539217","null","Andre Ellington","RB","ARI","RB","ARI","-64.4667","66.7","null","203.7","300","66","null","null","2.1","null","null","0","66.7","66.7","6.7158","null",
"2539289","null","Kenjon Barner","RB","PHI","RB","PHI","-65.3667","65.8","null","184.6","301","67","null","null","3.55","null","null","0","65.8","65.8","5.3159","null",
"2495341","null","Cecil Shorts","WR","HOU","WR","HOU","-65.4333","39.3","null","270.8","302","106","null","null","0.45","null","null","0","39.3","39.3","5.7541","null",
"2539995","null","Mychal Rivera","TE","OAK","TE","OAK","-65.7667","48.8","null","326","303","36","null","null","1.6","null","null","0","48.8","48.8","4.2256","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","-65.8333","38.9","null","null","304","107","null","null","0.15","null","null","0","38.9","38.9","4.3909","null",
"2508097","null","Andrew Hawkins","WR","CLE","WR","CLE","-65.9333","38.8","null","270.6","305","108","null","null","0.45","null","null","0","38.8","38.8","4.7086","null",
"2543836","null","T.J. Jones","WR","DET","WR","DET","-66.0333","38.7","null","null","306","109","null","null","0.75","null","null","null","38.7","38.7","2.8993","null",
"2541834","null","Josh Hill","TE","NO","TE","NO","-66.5667","48","null","277.7","307","37","null","null","3.5","null","null","0","48","48","4.2373","null",
"2555216","null","Malcolm Mitchell","WR","NE","WR","NE","-66.7333","38","null","204.1","308","110","null","null","0.15","null","null","0","38","38","5.9576","null",
"2543590","null","Cody Latimer","WR","DEN","WR","DEN","-66.8333","37.9","null","266.6","309","111","null","null","0.35","null","null","0","37.9","37.9","3.9523","null",
"2543646","null","Bruce Ellington","WR","SF","WR","SF","-66.9333","37.8","null","161.4","310","112","null","null","0.5","null","null","1.1","37.8","37.8","4.2406","null",
"71417","null","Jordan Norwood","WR","DEN","WR","DEN","-67.4333","37.3","null","null","311","113","null","null","0.2","null","null","0","37.3","37.3","6.0938","null",
"2550198","null","Bennie Fowler","WR","DEN","WR","DEN","-67.4333","37.3","null","null","311","113","null","null","0.8","null","null","0","37.3","37.3","8.2163","null",
"2552631","null","Javorius Allen","RB","BAL","RB","BAL","-67.7667","63.4","null","151.4","313","68","null","null","2.85","159.2","153.8","0","63.4","63.4","6.2649","null",
"2555215","null","Leonte Carroo","WR","MIA","WR","MIA","-67.8333","36.9","null","221.1","314","115","null","null","1.3","null","null","0","36.9","36.9","5.476","null",
"2552633","null","Jesse James","TE","PIT","TE","PIT","-68.1667","46.4","null","206.8","315","38","null","null","3.95","null","null","0","46.4","46.4","6.2873","null",
"2539214","null","Kenbrell Thompkins","WR","NYJ","WR","NYJ","-68.6333","36.1","null","null","316","116","null","null","1.05","null","null","null","36.1","36.1","3.8868","null",
"2555468","null","Rashard Higgins","WR","CLE","WR","CLE","-69.6333","35.1","null","243.8","317","117","null","null","0.15","null","null","0","35.1","35.1","7.2479","null",
"2543759","null","Ryan Grant","WR","WAS","WR","WAS","-69.7333","35","null","null","318","118","null","null","0.3","null","null","null","35","35","4.6755","null",
"2540177","null","Marquess Wilson","WR","CHI","WR","CHI","-69.8333","34.9","null","null","319","119","null","null","0.45","null","null","0","34.9","34.9","4.832","null",
"2533457","null","Alfred Morris","RB","DAL","RB","DAL","-70.0667","61.1","null","175.1","320","69","null","null","1.25","141.67","178.33","2.9","61.1","61.1","3.4259","null",
"80670","null","Louis Murphy","WR","TB","WR","TB","-70.2333","34.5","null","null","321","120","null","null","0.55","null","null","null","34.5","34.5","3.7113","null",
"2552652","null","Chris Conley","WR","KC","WR","KC","-70.3333","34.4","null","207.3","322","121","null","null","1.5","null","null","0","34.4","34.4","5.4384","null",
"2555234","null","Tyler Ervin","RB","HOU","RB","HOU","-71.1667","60","null","221.4","323","70","null","null","0.4","null","null","0","60","60","5.8111","null",
"2495189","null","Jeremy Kerley","WR","DET","WR","DET","-71.2333","33.5","null","null","324","122","null","null","2.5","null","null","0","33.5","33.5","3.0243","null",
"2543715","null","Jerick McKinnon","RB","MIN","RB","MIN","-71.4667","59.7","null","146.4","325","71","null","null","1.25","153.63","171.37","1.4","59.7","59.7","3.0654","null",
"2550268","null","Charcandrick West","RB","KC","RB","KC","-71.6667","59.5","null","193.6","326","72","null","null","2.35","155.27","170.73","0","59.5","59.5","4.6386","null",
"2541316","null","Ryan Griffin","TE","HOU","TE","HOU","-71.9667","42.6","null","255","327","39","null","null","0.5","null","null","0","42.6","42.6","4.1185","null",
"2550206","null","Ryan Hewitt","TE","CIN","TE","CIN","-72.2667","42.3","null","null","328","40","null","null","0.95","null","null","null","42.3","42.3","4.1989","null",
"2543828","null","Quincy Enunwa","WR","NYJ","WR","NYJ","-72.4333","32.3","null","223","329","123","null","null","2.85","null","null","0","32.3","32.3","4.9102","null",
"2552399","null","Jeff Heuerman","TE","DEN","TE","DEN","-72.6667","41.9","null","260.7","330","41","null","null","1.25","null","null","0","41.9","41.9","7.1173","null",
"2495461","null","Shaun Draughn","RB","SF","RB","SF","-73.7667","57.4","null","191.2","331","73","null","null","0.8","null","null","0","57.4","57.4","6.1514","null",
"2539202","null","Chris Gragg","TE","BUF","TE","BUF","-73.7667","40.8","null","null","332","42","null","null","0.45","null","null","0","40.8","40.8","4.1721","null",
"2540211","null","Gavin Escobar","TE","DAL","TE","DAL","-74.0667","40.5","null","null","333","43","null","null","0.4","null","null","0","40.5","40.5","3.9579","null",
"2543664","null","Terrance West","RB","BAL","RB","BAL","-74.2667","56.9","null","172.7","334","74","null","null","1.1","null","null","1.1","56.9","56.9","4.3673","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","-74.3667","40.2","null","null","335","44","null","null","0.9","null","null","0","40.2","40.2","null","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","-74.5667","40","null","332","336","45","null","null","1.4","null","null","0","40","40","4.776","null",
"2533460","null","Robert Turbin","RB","IND","RB","IND","-74.8667","56.3","null","217.2","337","75","null","null","1.6","null","null","0","56.3","56.3","5.62","null",
"2553434","null","Devin Smith","WR","NYJ","WR","NYJ","-75.0333","29.7","null","285.3","338","124","null","null","0.55","null","null","0","29.7","29.7","5.7514","null",
"2550328","null","Brandon Coleman","WR","NO","WR","NO","-75.5333","29.2","null","231.5","339","125","null","null","0.55","null","null","0","29.2","29.2","4.3038","null",
"2550183","null","Jeremy Butler","WR","BAL","WR","BAL","-75.6333","29.1","null","null","340","126","null","null","3","null","null","null","29.1","29.1","null","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","-75.8667","55.3","null","206.5","341","76","null","null","1.75","172.66","168.34","0","55.3","55.3","4.8745","null",
"497226","null","Jim Dray","TE","BUF","TE","BUF","-75.9667","38.6","null","null","342","46","null","null","0.1","null","null","0","38.6","38.6","3.5295","null",
"2507218","null","Brent Celek","TE","PHI","TE","PHI","-75.9667","38.6","null","275","342","46","null","null","0.3","null","null","0","38.6","38.6","4.1185","null",
"2495888","null","Marcedes Lewis","TE","JAC","TE","JAC","-76.1667","38.4","null","null","344","48","null","null","0.4","null","null","0","38.4","38.4","3.489","null",
"2552586","null","Tyler Kroft","TE","CIN","TE","CIN","-76.3667","38.2","null","290","345","49","null","null","0.4","null","null","0","38.2","38.2","6.207","null",
