playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2555478","null","Demarcus Robinson","WR","KC","WR","KC","-76.5333","28.2","null","null","346","127","null","null","5.1","null","null","0","28.2","28.2","8.9988","null",
"2532835","null","Rhett Ellison","TE","MIN","TE","MIN","-76.7667","37.8","null","null","347","50","null","null","1.2","null","null","0","37.8","37.8","3.824","null",
"2555341","null","Hunter Henry","TE","SD","TE","SD","-76.7667","37.8","null","241.5","347","50","null","null","2.4","null","null","0","37.8","37.8","8.0544","null",
"2543600","null","Alfred Blue","RB","HOU","RB","HOU","-77.0667","54.1","null","241.5","349","77","null","null","4.25","null","null","0","54.1","54.1","3.8421","null",
"2507428","null","Mike Tolbert","RB","CAR","RB","CAR","-78.1667","53","null","242.5","350","78","null","null","6.35","null","null","0","53","53","3.7295","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","-79.1667","35.4","null","184.4","351","53","null","null","0.95","null","null","0","35.4","35.4","4.2792","null",
"2553318","null","James OShaughnessy","TE","KC","TE","KC","-79.1667","35.4","null","null","351","52","null","null","0.1","null","null","0","35.4","35.4","8.697","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","-79.3667","35.2","null","null","353","54","null","null","1.85","null","null","0","35.2","35.2","5.2325","null",
"2543491","null","Paul Richardson","WR","SEA","WR","SEA","-80.7333","24","null","327.5","354","128","null","null","2.9","null","null","0","24","24","3.9537","null",
"497095","null","Sam Bradford","QB","PHI","QB","PHI","-80.84","174.36","null","204.1","355","29","null","null","33.4","157.19","197.81","0","174.36","174.36","7.0292","null",
"2540200","null","Dion Sims","TE","MIA","TE","MIA","-80.8667","33.7","null","319.5","356","55","null","null","0.8","null","null","0","33.7","33.7","4.065","null",
"2533353","null","Cory Harkey","TE","LA","TE","LA","-81.5667","33","null","null","357","56","null","null","0.25","null","null","null","33","33","9.848","null",
"2507486","null","Kellen Davis","TE","NYJ","TE","NYJ","-81.7667","32.8","null","null","358","57","null","null","0.2","null","null","0","32.8","32.8","4.7615","null",
"71431","null","Brandon Pettigrew","TE","DET","TE","DET","-81.8667","32.7","null","null","359","58","null","null","0.3","null","null","0","32.7","32.7","4.3479","null",
"2543481","null","Jace Amaro","TE","NYJ","TE","NYJ","-82.0667","32.5","null","227.4","360","59","null","null","1.2","null","null","0","32.5","32.5","5.6553","null",
"2555415","null","Austin Hooper","TE","ATL","TE","ATL","-82.2667","32.3","null","219.1","361","60","null","null","2.6","null","null","0","32.3","32.3","6.6889","null",
"2555209","null","Chris Moore","WR","BAL","WR","BAL","-82.5333","22.2","null","null","362","129","null","null","3.2","null","null","0","22.2","22.2","4.1473","null",
"2533028","null","James Hanna","TE","DAL","TE","DAL","-84.2667","30.3","null","null","363","61","null","null","1.8","null","null","0","30.3","30.3","7.4654","null",
"2495472","null","Jordan Todman","RB","IND","RB","IND","-84.4667","46.7","null","null","364","79","null","null","0.3","null","null","0","46.7","46.7","4.5064","null",
"2506874","null","Reggie Bush","RB","SF","RB","SF","-84.5667","46.6","null","null","365","80","null","null","1.45","null","null","null","46.6","46.6","4.1431","null",
"2535964","null","Josh Bellamy","WR","CHI","WR","CHI","-84.7333","20","null","null","366","130","null","null","2.2","null","null","null","20","20","4.0691","null",
"4433","null","Marcel Reece","RB","OAK","RB","OAK","-84.9667","46.2","null","null","367","81","null","null","2.9","null","null","0","46.2","46.2","4.7342","null",
"2537933","null","Larry Donnell","TE","NYG","TE","NYG","-85.4667","29.1","null","240.8","368","62","null","null","1.85","null","null","0","29.1","29.1","3.8272","null",
"2543721","null","C.J. Fiedorowicz","TE","HOU","TE","HOU","-86.6667","27.9","null","307","369","63","null","null","1.4","null","null","0","27.9","27.9","4.7076","null",
"2550163","null","Michael Campanaro","WR","BAL","WR","BAL","-86.7333","18","null","null","370","131","null","null","6.1","null","null","null","18","18","4.1767","null",
"2553631","null","Zach Zenner","RB","DET","RB","DET","-87.0667","44.1","null","209.9","371","82","null","null","1.6","null","null","0","44.1","44.1","4.6122","null",
"222","null","Harry Douglas","WR","TEN","WR","TEN","-87.1333","17.6","null","null","372","132","null","null","13.1","null","null","0","17.6","17.6","3.9823","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","-87.9667","26.6","null","null","373","64","null","null","0.4","null","null","0","26.6","26.6","5.8575","null",
"2495826","null","Vernon Davis","TE","WAS","TE","WAS","-88.1667","26.4","null","246.4","374","65","null","null","0.55","null","null","0","26.4","26.4","4.8052","null",
"2552468","null","Maxx Williams","TE","BAL","TE","BAL","-88.5667","26","null","217.4","375","66","null","null","1.5","null","null","0","26","26","4.8369","null",
"497190","null","Dexter McCluster","RB","TEN","RB","TEN","-88.6667","42.5","null","270.3","376","83","null","null","0.8","null","null","0","42.5","42.5","5.2291","null",
"2539303","null","Zach Line","RB","MIN","RB","MIN","-88.6667","42.5","null","null","376","83","null","null","1.65","null","null","0","42.5","42.5","3.0885","null",
"2550284","null","Trey Burton","TE","PHI","TE","PHI","-88.8667","25.7","null","null","378","67","null","null","13.05","null","null","0","25.7","25.7","5.2699","null",
"2555461","null","Wendell Smallwood","RB","PHI","RB","PHI","-90.2667","40.9","null","181","379","85","null","null","0.4","null","null","0","40.9","40.9","8.5337","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","-90.3667","40.8","null","null","380","86","null","null","0.9","null","null","0","40.8","40.8","4.2356","null",
"163982","null","Will Johnson","RB","NYG","RB","NYG","-90.9667","40.2","null","null","381","87","null","null","1.95","null","null","null","40.2","40.2","2.5685","null",
"2552478","null","Blake Bell","TE","SF","TE","SF","-91.2667","23.3","null","301","382","68","null","null","21.4","null","null","0","23.3","23.3","6.6889","null",
"2535708","null","Lance Dunbar","RB","DAL","RB","DAL","-91.5667","39.6","null","221.5","383","88","null","null","3.1","null","null","0","39.6","39.6","5.6842","null",
"2543655","null","Tyler Gaffney","RB","NE","RB","NE","-94.2667","36.9","null","198.4","384","89","null","null","1.35","null","null","0","36.9","36.9","5.3032","null",
"2495467","null","Taiwan Jones","RB","OAK","RB","OAK","-95.0667","36.1","null","null","385","90","null","null","2.45","null","null","0","36.1","36.1","6.8321","null",
"2536044","null","Jamize Olawale","RB","OAK","RB","OAK","-96.1667","35","null","null","386","91","null","null","2.95","null","null","0","35","35","null","null",
"2507183","null","James Jones","WR","FA","WR","FA","-98.5333","6.2","null","null","387","133","null","null","3.6","null","null","null","6.2","6.2","2.5916","null",
"2543773","null","James White","RB","NE","RB","NE","-98.8667","32.3","null","136.7","388","92","null","null","1.4","114.14","273.86","1.6","32.3","32.3","4.8997","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","-99.3667","31.8","null","null","389","93","null","null","2.35","null","null","null","31.8","31.8","3.8724","null",
"2505354","null","Tony Romo","QB","DAL","QB","DAL","-101","154.2","null","148.3","390","30","null","null","39.24","110.45","279.55","2.4","154.2","154.2","5.5209","null",
"2530763","null","Patrick DiMarco","RB","ATL","RB","ATL","-101.1667","30","null","null","391","94","null","null","3","null","null","0","30","30","3.6538","null",
"2495453","null","Andre Holmes","WR","OAK","WR","OAK","-101.9333","2.8","null","null","392","134","null","null","0.45","null","null","0","2.8","2.8","4.2158","null",
"2540230","null","Kyle Juszczyk","RB","BAL","RB","BAL","-102.2667","28.9","null","null","393","95","null","null","4.35","null","null","0","28.9","28.9","5.6976","null",
"2506897","null","Devin Hester","WR","ATL","WR","ATL","-102.3333","2.4","null","null","394","135","null","null","0.1","null","null","0","2.4","2.4","2.5147","null",
"2495223","null","Greg Salas","WR","BUF","WR","BUF","-102.4333","2.3","null","null","395","136","null","null","0.05","null","null","null","2.3","2.3","10.5442","null",
"2540151","null","Justin Hunter","WR","TEN","WR","TEN","-102.4333","2.3","null","null","395","136","null","null","0.15","null","null","0","2.3","2.3","4.3042","null",
"2532900","null","Keshawn Martin","WR","NE","WR","NE","-102.5333","2.2","null","null","397","138","null","null","0.15","null","null","0","2.2","2.2","3.3782","null",
"2553913","null","Tyrell Williams","WR","SD","WR","SD","-102.6333","2.1","null","212.3","398","139","null","null","0.2","null","null","0","2.1","2.1","5.8199","null",
"2528181","null","Bryan Walters","WR","JAC","WR","JAC","-102.7333","2","null","null","399","140","null","null","0.2","null","null","null","2","2","null","null",
"2550459","null","Javontee Herndon","WR","SD","WR","SD","-102.9333","1.8","null","null","400","142","null","null","0.15","null","null","null","1.8","1.8","null","null",
"2552429","null","Ty Montgomery","WR","GB","WR","GB","-102.9333","1.8","null","246.4","400","141","null","null","0.05","null","null","0","1.8","1.8","4.227","null",
"2550617","null","Taylor Gabriel","WR","CLE","WR","CLE","-103.0333","1.7","null","null","402","143","null","null","0.1","null","null","null","1.7","1.7","6.0253","null",
"2552650","null","Mario Alford","WR","CIN","WR","CIN","-103.1333","1.6","null","null","403","144","null","null","0","null","null","null","1.6","1.6","5.4384","null",
"2555331","null","Cody Core","WR","CIN","WR","CIN","-103.1333","1.6","null","null","403","144","null","null","0","null","null","null","1.6","1.6","11.3071","null",
"2555350","null","Kolby Listenbee","WR","BUF","WR","BUF","-103.1333","1.6","null","null","403","144","null","null","0.05","null","null","0","1.6","1.6","14.1437","null",
"2555471","null","Kenny Lawler","WR","SEA","WR","SEA","-103.1333","1.6","null","null","403","144","null","null","0.1","null","null","null","1.6","1.6","10.9648","null",
"81306","null","Brandon Tate","WR","CIN","WR","CIN","-103.2333","1.5","null","null","407","148","null","null","0.05","null","null","0","1.5","1.5","4.6853","null",
"2535869","null","Rod Streater","WR","KC","WR","KC","-103.2333","1.5","null","null","407","149","null","null","0.1","null","null","null","1.5","1.5","4.4549","null",
"1037885","null","Marc Mariani","WR","CHI","WR","CHI","-103.3333","1.4","null","null","409","150","null","null","0","null","null","null","1.4","1.4","5.8492","null",
"2531049","null","Chris Matthews","WR","BAL","WR","BAL","-103.3333","1.4","null","null","409","150","null","null","0","null","null","null","1.4","1.4","null","null",
"2541905","null","Myles White","WR","NYG","WR","NYG","-103.3333","1.4","null","null","409","150","null","null","0","null","null","null","1.4","1.4","3.3844","null",
"2543641","null","Devin Street","WR","DAL","WR","DAL","-103.3333","1.4","null","null","409","150","null","null","0.05","null","null","null","1.4","1.4","4.7658","null",
"2555413","null","Trevor Davis","WR","GB","WR","GB","-103.3333","1.4","null","null","409","150","null","null","0.15","null","null","null","1.4","1.4","3.8245","null",
"2543638","null","DeAnthony Thomas","WR","KC","WR","KC","-103.4333","1.3","null","null","414","155","null","null","0.1","null","null","0","1.3","1.3","3.2359","null",
"2495192","null","Greg Little","WR","FA","WR","FA","-103.5333","1.2","null","null","415","156","null","null","0","null","null","null","1.2","1.2","2.5916","null",
"2534436","null","Deonte Thompson","WR","CHI","WR","CHI","-103.5333","1.2","null","null","415","156","null","null","0","null","null","null","1.2","1.2","null","null",
"2535876","null","Griff Whalen","WR","MIA","WR","MIA","-103.5333","1.2","null","null","415","156","null","null","0.05","null","null","null","1.2","1.2","4.3625","null",
"2555362","null","Aaron Burbridge","WR","SF","WR","SF","-103.5333","1.2","null","null","415","156","null","null","0.15","null","null","null","1.2","1.2","11.1115","null",
"2539256","null","Aaron Dobson","WR","NE","WR","NE","-103.6333","1.1","null","null","419","160","null","null","0.1","null","null","0","1.1","1.1","5.2168","null",
"2535966","null","Brenton Bersin","WR","CAR","WR","CAR","-103.7333","1","null","null","420","161","null","null","2.2204e-16","null","null","null","1","1","12.2853","null",
"2555370","null","Jordan Payton","WR","CLE","WR","CLE","-103.7333","1","null","null","420","162","null","null","0","null","null","0","1","1","3.9028","null",
"2555473","null","Ricardo Louis","WR","CLE","WR","CLE","-103.7333","1","null","null","420","162","null","null","0.05","null","null","0","1","1","10.3681","null",
"2556190","null","Jakeem Grant","WR","MIA","WR","MIA","-103.7333","1","null","null","420","162","null","null","0.1","null","null","0","1","1","null","null",
"2541785","null","Adam Thielen","WR","MIN","WR","MIN","-103.8333","0.9","null","null","424","165","null","null","0.05","null","null","0","0.9","0.9","3.1888","null",
"2552421","null","Kenny Bell","WR","TB","WR","TB","-103.8333","0.9","null","289.5","424","165","null","null","0.1","null","null","0","0.9","0.9","4.8613","null",
"2495315","null","Denarius Moore","WR","FA","WR","FA","-103.9333","0.8","null","null","426","167","null","null","0","null","null","null","0.8","0.8","2.9089","null",
"2540145","null","Cordarrelle Patterson","WR","MIN","WR","MIN","-103.9333","0.8","null","null","426","167","null","null","0","null","null","0","0.8","0.8","3.7006","null",
"2550733","null","Kevin Smith","WR","SEA","WR","SEA","-103.9333","0.8","null","null","426","167","null","null","0","null","null","null","0.8","0.8","null","null",
"2552420","null","Keith Mumphery","WR","HOU","WR","HOU","-103.9333","0.8","null","null","426","167","null","null","0","null","null","null","0.8","0.8","7.2479","null",
"2556144","null","Daniel Braverman","WR","CHI","WR","CHI","-103.9333","0.8","null","null","426","167","null","null","0.05","null","null","0","0.8","0.8","12.9993","null",
"2556261","null","Moritz Boehringer","WR","MIN","WR","MIN","-103.9333","0.8","null","null","426","167","null","null","0.1","null","null","null","0.8","0.8","11.4049","null",
"2556214","null","Tyreek Hill","WR","KC","WR","KC","-104.0333","0.7","null","null","432","173","null","null","null","null","null","0","0.7","0.7","10.0356","null",
"2508101","null","James Develin","RB","NE","RB","NE","-106.0667","25.1","null","null","433","96","null","null","1.7","null","null","0","25.1","25.1","null","null",
"2543565","null","Andre Williams","RB","NYG","RB","NYG","-107.1667","24","null","244.1","434","97","null","null","2.05","null","null","0","24","24","4.4267","null",
"2495470","null","Stevan Ridley","RB","DET","RB","DET","-108.3667","22.8","null","null","435","98","null","null","4.1","null","null","null","22.8","22.8","2.8885","null",
"2552464","null","Jalston Fowler","RB","TEN","RB","TEN","-110.0667","21.1","null","null","436","99","null","null","5.35","null","null","0","21.1","21.1","null","null",
"497242","null","Clay Harbor","TE","NE","TE","NE","-112.5667","2","null","null","437","69","null","null","0.2","null","null","0","2","2","8.0812","null",
"497258","null","Andrew Quarless","TE","GB","TE","GB","-112.7667","1.8","null","null","438","70","null","null","0.05","null","null","null","1.8","1.8","3.2527","null",
"2495835","null","Anthony Fasano","TE","TEN","TE","TEN","-112.7667","1.8","null","null","438","70","null","null","0.1","null","null","0","1.8","1.8","4.1048","null",
"89766","null","Brandon Myers","TE","TB","TE","TB","-112.8667","1.7","null","null","440","72","null","null","0.05","null","null","0","1.7","1.7","3.1209","null",
"497246","null","Michael Hoomanawanui","TE","NO","TE","NO","-112.8667","1.7","null","null","440","72","null","null","0.2","null","null","0","1.7","1.7","3.6902","null",
"2552403","null","Nick OLeary","TE","BUF","TE","BUF","-112.9667","1.6","null","null","442","74","null","null","0.25","null","null","0","1.6","1.6","null","null",
"2539283","null","Jake Stoneburner","TE","MIA","TE","MIA","-113.1667","1.4","null","null","443","75","null","null","0.1","null","null","null","1.4","1.4","null","null",
"497234","null","Garrett Graham","TE","DEN","TE","DEN","-113.2667","1.3","null","null","444","76","null","null","0.05","null","null","0","1.3","1.3","5.2431","null",
"2555289","null","Nick Vannett","TE","SEA","TE","SEA","-113.2667","1.3","null","null","444","76","null","null","0.1","null","null","0","1.3","1.3","13.6235","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","-113.3667","1.2","null","null","446","78","null","null","0.1","null","null","0","1.2","1.2","4.4223","null",
"2541187","null","Demetrius Harris","TE","KC","TE","KC","-113.3667","1.2","null","null","446","78","null","null","0.2","null","null","0","1.2","1.2","12.4455","null",
"71435","null","John Phillips","TE","SD","TE","SD","-113.5667","1","null","null","448","80","null","null","0","null","null","null","1","1","null","null",
"2507182","null","Matt Spaeth","TE","FA","TE","FA","-113.5667","1","null","null","448","80","null","null","0.1","null","null","null","1","1","2.9413","null",
"2540259","null","MarQueis Gray","TE","MIA","TE","MIA","-113.5667","1","null","null","448","80","null","null","0.25","null","null","0","1","1","2.994","null",
"2552401","null","MyCole Pruitt","TE","MIN","TE","MIN","-113.7667","0.8","null","305.7","451","83","null","null","0.1","null","null","0","0.8","0.8","5.9392","null",
"2534241","null","Derek Carrier","TE","WAS","TE","WAS","-113.8667","0.7","null","null","452","84","null","null","0","null","null","0","0.7","0.7","3.2618","null",
"2540203","null","Levine Toilolo","TE","ATL","TE","ATL","-113.8667","0.7","null","null","452","84","null","null","0","null","null","0","0.7","0.7","4.2524","null",
"2550454","null","Asante Cleveland","TE","SD","TE","SD","-113.8667","0.7","null","null","452","84","null","null","0","null","null","0","0.7","0.7","null","null",
"2552660","null","Randall Telfer","TE","CLE","TE","CLE","-113.8667","0.7","null","null","452","84","null","null","0","null","null","0","0.7","0.7","null","null",
"2553791","null","E.J. Bibbs","TE","CLE","TE","CLE","-113.8667","0.7","null","null","452","84","null","null","0","null","null","0","0.7","0.7","2.5924","null",
"2555364","null","Tyler Higbee","TE","LA","TE","LA","-113.8667","0.7","null","209.8","452","84","null","null","0.05","null","null","0","0.7","0.7","8.5096","null",
"2555483","null","Thomas Duarte","TE","MIA","TE","MIA","-113.8667","0.7","null","null","452","84","null","null","0.1","null","null","0","0.7","0.7","null","null",
"2508112","null","Rob Housler","TE","CHI","TE","CHI","-113.9667","0.6","null","null","459","91","null","null","0","null","null","0","0.6","0.6","5.1349","null",
"2552559","null","C.J. Uzomah","TE","CIN","TE","CIN","-113.9667","0.6","null","null","459","91","null","null","0","null","null","0","0.6","0.6","6.8763","null",
"2556375","null","Rico Gathers","TE","DAL","TE","DAL","-113.9667","0.6","null","null","459","91","null","null","null","null","null","null","0.6","0.6","null","null",
"2552477","null","Aaron Ripkowski","RB","GB","RB","GB","-114.8667","16.3","null","null","462","100","null","null","1.15","null","null","0","16.3","16.3","2.2376","null",
"230","null","Jerome Felton","RB","BUF","RB","BUF","-115.9667","15.2","null","null","463","101","null","null","0.45","null","null","null","15.2","15.2","2.0052","null",
"2552636","null","Michael Burton","RB","DET","RB","DET","-116.0667","15.1","null","null","464","102","null","null","1.95","null","null","null","15.1","15.1","null","null",
"2540225","null","Tommy Bohanon","RB","NYJ","RB","NYJ","-116.7667","14.4","null","null","465","103","null","null","3.45","null","null","null","14.4","14.4","2.3592","null",
"2550738","null","Fitzgerald Toussaint","RB","PIT","RB","PIT","-119.2667","11.9","null","null","466","104","null","null","3.2","null","null","0","11.9","11.9","5.7544","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","-121.1667","10","null","null","467","105","null","null","4.95","null","null","0","10","10","2.3016","null",
"2543695","null","Jay Prosch","RB","HOU","RB","HOU","-123.7667","7.4","null","null","468","106","null","null","4.9","null","null","null","7.4","7.4","null","null",
"2555316","null","Paxton Lynch","QB","DEN","QB","DEN","-127.48","127.72","null","234.2","469","31","null","null","36.18","null","null","0","127.72","127.72","7.187","null",
"2533437","null","Ronnie Hillman","RB","DEN","RB","DEN","-128.4667","2.7","null","195.8","470","107","null","null","0.6","null","null","0","2.7","2.7","4.928","null",
"2535890","null","Travaris Cadet","RB","NO","RB","NO","-128.8667","2.3","null","null","471","108","null","null","0.4","null","null","0","2.3","2.3","5.8677","null",
"2530690","null","DuJuan Harris","RB","SF","RB","SF","-129.2667","1.9","null","null","472","109","null","null","0.15","null","null","0","1.9","1.9","2.1588","null",
"2539260","null","Denard Robinson","RB","JAC","RB","JAC","-129.2667","1.9","null","328","472","109","null","null","0.45","null","null","0","1.9","1.9","4.7493","null",
"2532797","null","Brandon Bolden","RB","NE","RB","NE","-129.5667","1.6","null","null","474","111","null","null","0.3","null","null","0","1.6","1.6","4.7377","null",
"2550474","null","Antonio Andrews","RB","TEN","RB","TEN","-129.8667","1.3","null","234.8","475","113","null","null","0.25","null","null","0","1.3","1.3","4.6134","null",
"2553439","null","Mike Davis","RB","SF","RB","SF","-129.8667","1.3","null","284","475","112","null","null","0.05","null","null","0","1.3","1.3","7.1714","null",
"2543704","null","Lorenzo Taliaferro","RB","BAL","RB","BAL","-129.9667","1.2","null","null","477","114","null","null","0.3","null","null","0","1.2","1.2","6.6971","null",
"2555430","null","Alex Collins","RB","SEA","RB","SEA","-130.2667","0.9","null","237","478","116","null","null","0.05","null","null","0","0.9","0.9","8.4203","null",
"2555462","null","Kelvin Taylor","RB","SF","RB","SF","-130.2667","0.9","null","null","478","116","null","null","0.1","null","null","0","0.9","0.9","11.3698","null",
"2556411","null","Josh Ferguson","RB","IND","RB","IND","-130.2667","0.9","null","199.3","478","115","null","null","1.1102e-16","null","null","0","0.9","0.9","5.5842","null",
"2550263","null","Juwan Thompson","RB","DEN","RB","DEN","-130.3667","0.8","null","null","481","118","null","null","0","null","null","0","0.8","0.8","5.3006","null",
"2550512","null","Damien Williams","RB","MIA","RB","MIA","-130.3667","0.8","null","null","481","118","null","null","0","null","null","0","0.8","0.8","7.5127","null",
"2553486","null","Trey Williams","RB","IND","RB","IND","-130.3667","0.8","null","null","481","118","null","null","0","null","null","0","0.8","0.8","null","null",
"2555219","null","Daniel Lasco","RB","NO","RB","NO","-130.3667","0.8","null","null","481","118","null","null","0.05","null","null","0","0.8","0.8","14.2059","null",
"2555227","null","Jonathan Williams","RB","BUF","RB","BUF","-130.3667","0.8","null","225.2","481","118","null","null","0.1","null","null","0","0.8","0.8","8.174","null",
"2553511","null","John Crockett","RB","GB","RB","GB","-130.4667","0.7","null","null","486","124","null","null","0.1","null","null","0","0.7","0.7","7.059","null",
"2556118","null","Dwayne Washington","RB","DET","RB","DET","-130.4667","0.7","null","null","486","123","null","null","0.05","null","null","0","0.7","0.7","8.7039","null",
"2532926","null","Isaiah Pead","RB","MIA","RB","MIA","-130.5667","0.6","null","null","488","125","null","null","0","null","null","0","0.6","0.6","6.4001","null",
"2534770","null","Jonathan Grimes","RB","HOU","RB","HOU","-130.5667","0.6","null","null","488","125","null","null","0.05","null","null","0","0.6","0.6","7.6262","null",
"2551357","null","Glenn Winston","RB","CLE","RB","CLE","-130.5667","0.6","null","null","488","125","null","null","0.1","null","null","0","0.6","0.6","2.7481","null",
"2534571","null","Bobby Rainey","RB","NYG","RB","NYG","-130.6667","0.5","null","null","491","128","null","null","0.05","null","null","0","0.5","0.5","null","null",
"2540178","null","Knile Davis","RB","KC","RB","KC","-130.6667","0.5","null","null","491","128","null","null","0.1","null","null","0","0.5","0.5","5.8373","null",
"497172","null","Anthony Dixon","RB","FA","RB","FA","-130.7667","0.4","null","null","493","130","null","null","0.05","null","null","null","0.4","0.4","null","null",
"2552376","null","David Cobb","RB","TEN","RB","TEN","-130.7667","0.4","null","237.9","493","130","null","null","0.1","null","null","0","0.4","0.4","8.9636","null",
"2539265","null","Rex Burkhead","RB","CIN","RB","CIN","-130.8667","0.3","null","null","495","133","null","null","null","null","null","0","0.3","0.3","4.9035","null",
"2540224","null","Mike James","RB","TB","RB","TB","-130.8667","0.3","null","null","495","132","null","null","5.5511e-17","null","null","0","0.3","0.3","3.7223","null",
"2555334","null","Jared Goff","QB","LA","QB","LA","-153","102.2","null","217.5","497","32","null","null","23.24","null","null","0","102.2","102.2","7.0757","null",
"2555260","null","Dak Prescott","QB","DAL","QB","DAL","-174.32","80.88","null","172.9","498","33","null","null","8.99","138.82","359.18","6","80.88","80.88","7.7562","null",
"2532888","null","Case Keenum","QB","LA","QB","LA","-178.16","77.04","null","268.2","499","34","null","null","13.58","null","null","0","77.04","77.04","4.6841","null",
"2543801","null","Jimmy Garoppolo","QB","NE","QB","NE","-188.46","66.74","null","220.1","500","35","null","null","21.5","null","null","0","66.74","66.74","3.0281","null",
"2553457","null","Trevor Siemian","QB","DEN","QB","DEN","-195.02","60.18","null","213.9","501","36","null","null","32.39","null","null","0","60.18","60.18","6.7126","null",
"2555259","null","Carson Wentz","QB","PHI","QB","PHI","-224.9","30.3","null","242.7","502","37","null","null","16.15","null","null","0","30.3","30.3","9.2358","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","-229.92","25.28","null","227.2","503","38","null","null","22.26","null","null","0","25.28","25.28","3.5833","null",
"2505076","null","Josh McCown","QB","CLE","QB","CLE","-252.18","3.02","null","227","504","39","null","null","0.25","null","null","0","3.02","3.02","2.6732","null",
"2539335","null","Geno Smith","QB","NYJ","QB","NYJ","-252.18","3.02","null","263.3","504","40","null","null","0.51","null","null","0","3.02","3.02","4.3113","null",
"2506562","null","Matt Cassel","QB","TEN","QB","TEN","-252.68","2.52","null","null","506","41","null","null","0.08","null","null","0","2.52","2.52","5.6039","null",
"81294","null","Brian Hoyer","QB","CHI","QB","CHI","-252.7","2.5","null","340.5","507","42","null","null","0.16","null","null","0","2.5","2.5","5.0577","null",
"2539275","null","Mike Glennon","QB","TB","QB","TB","-252.82","2.38","null","null","508","43","null","null","0.14","null","null","0","2.38","2.38","4.681","null",
"2539228","null","EJ Manuel","QB","BUF","QB","BUF","-252.9","2.3","null","null","509","44","null","null","0.14","null","null","0","2.3","2.3","3.2504","null",
"2532842","null","Nick Foles","QB","FA","QB","FA","-253.02","2.18","null","null","510","45","null","null","0.15","null","null","null","2.18","2.18","5.2386","null",
"497123","null","Colt McCoy","QB","WAS","QB","WAS","-253.06","2.14","null","null","511","46","null","null","0.32","null","null","0","2.14","2.14","5.6669","null",
"2495443","null","Ryan Mallett","QB","BAL","QB","BAL","-253.28","1.92","null","null","512","47","null","null","0.37","null","null","0","1.92","1.92","5.4724","null",
"2543497","null","AJ McCarron","QB","CIN","QB","CIN","-253.48","1.72","null","null","513","48","null","null","0.35","null","null","0","1.72","1.72","7.1932","null",
"2505982","null","Matt Schaub","QB","ATL","QB","ATL","-253.82","1.38","null","null","514","49","null","null","0.24","null","null","0","1.38","1.38","7.1821","null",
"2504833","null","Shaun Hill","QB","MIN","QB","MIN","-253.84","1.36","null","null","515","50","null","null","0.51","null","null","0","1.36","1.36","4.3202","null",
"2495748","null","Drew Stanton","QB","ARI","QB","ARI","-254.28","0.92","null","null","516","51","null","null","0.19","null","null","0","0.92","0.92","5.0301","null",
"252","null","Chad Henne","QB","JAC","QB","JAC","-254.42","0.78","null","null","517","52","null","null","0.14","null","null","0","0.78","0.78","4.9245","null",
"2506053","null","Luke McCown","QB","NO","QB","NO","-254.52","0.68","null","null","518","53","null","null","0.16","null","null","0","0.68","0.68","4.0282","null",
"2539287","null","Landry Jones","QB","PIT","QB","PIT","-254.6","0.6","null","null","519","54","null","null","0.18","null","null","0","0.6","0.6","8.5112","null",
"2542065","null","Matt McGloin","QB","OAK","QB","OAK","-254.76","0.44","null","null","520","55","null","null","0.06","null","null","0","0.44","0.44","7.5136","null",
"2506481","null","Dan Orlovsky","QB","DET","QB","DET","-254.8","0.4","null","null","521","56","null","null","0.06","null","null","0","0.4","0.4","6.4311","null",
"2539961","null","Ryan Nassib","QB","NYG","QB","NYG","-254.84","0.36","null","null","522","57","null","null","0.08","null","null","0","0.36","0.36","6.934","null",
"2506546","null","Derek Anderson","QB","CAR","QB","CAR","-254.88","0.32","null","null","523","58","null","null","0.12","null","null","0","0.32","0.32","3.1421","null",
"2506895","null","Kellen Clemens","QB","SD","QB","SD","-254.96","0.24","null","null","524","59","null","null","0.08","null","null","0","0.24","0.24","3.953","null",
"2507282","null","Matt Moore","QB","MIA","QB","MIA","-255.04","0.16","null","null","525","60","null","null","0.02","null","null","0","0.16","0.16","4.5105","null",
"2552588","null","Brett Hundley","QB","GB","QB","GB","-255.04","0.16","null","null","525","60","null","null","0.14","null","null","0","0.16","0.16","6.9928","null",
"2543640","null","Tom Savage","QB","HOU","QB","HOU","-255.08","0.12","null","null","527","62","null","null","0.2","null","null","0","0.12","0.12","11.9283","null",
"81284","null","Chase Daniel","QB","PHI","QB","PHI","-255.28","-0.08","null","null","528","63","null","null","null","null","null","0","-0.08","-0.08","3.2424","null",
