playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"238457","null","Zach Miller","TE","CHI","TE","CHI","-22.1833","88.47","null","146.6","157","16","null","null","3.79","141.89","15.11","1.2","88.47","88.47","3.3522","null",
"2504162","null","Shayne Graham","K","ATL","K","ATL","-22.5","16.9","null","null","158","35","null","null","11.15","null","null","0","16.9","16.9","null","null",
"2533040","null","Mohamed Sanu","WR","ATL","WR","ATL","-24.1367","93.14","null","135.8","159","50","null","null","2.085","142.63","16.37","1.5","93.14","93.14","3.3691","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","-25.4633","85.19","null","157.3","160","17","null","null","5.455","150.21","9.79","1.5","85.19","85.19","4.4161","null",
"2539205","null","Terrance Williams","WR","DAL","WR","DAL","-25.4967","91.78","null","158.5","161","51","null","null","1.725","156.17","4.83","0","91.78","91.78","3.3431","null",
"2543466","null","Eric Ebron","TE","DET","TE","DET","-26.4833","84.17","null","130.8","162","18","null","null","9.595","151.97","10.03","1.2","84.17","84.17","4.7249","null",
"2495979","null","DeAngelo Williams","RB","PIT","RB","PIT","-26.6567","100.82","null","98.4","163","38","null","null","4.395","84.96","78.04","5","100.82","100.82","3.0479","null",
"382","null","Joe Flacco","QB","BAL","QB","BAL","-26.8653","235.314","null","158.6","164","22","null","null","3.343","135.78","28.22","0","235.314","235.314","4.1296","null",
"2556370","null","Michael Thomas","WR","NO","WR","NO","-26.9467","90.33","null","133","165","52","null","null","1.12","139.58","25.42","1.6","90.33","90.33","4.8523","null",
"2346","null","Pierre Garcon","WR","WAS","WR","WAS","-27.4967","89.78","null","159.9","166","53","null","null","2.89","157.37","8.63","1.4","89.78","89.78","3.4954","null",
"2507463","null","Connor Barth","K","NO","K","NO","-28.2","11.2","null","null","167","36","null","null","10.9","null","null","0","11.2","11.2","6.9816","null",
"2530660","null","Kamar Aiken","WR","BAL","WR","BAL","-28.6367","88.64","null","123.9","168","54","null","null","3.875","139.95","28.05","1.2","88.64","88.64","4.334","null",
"2552582","null","Jay Ajayi","RB","MIA","RB","MIA","-29.4367","98.04","null","101.7","169","39","null","null","3.24","110.19","58.81","1.7","98.04","98.04","5.9115","null",
"2504211","null","Tom Brady","QB","NE","QB","NE","-29.5193","232.66","null","92","170","23","null","null","1.783","63.33","106.67","12.9","232.66","232.66","3.0501","null",
"2495824","null","Jay Cutler","QB","CHI","QB","CHI","-30.8973","231.282","null","160","171","24","null","null","7.423","151.15","19.85","0","231.282","231.282","4.1795","null",
"2533436","null","Brock Osweiler","QB","HOU","QB","HOU","-31.7073","230.472","null","180.5","172","25","null","null","19.635","142.27","29.73","2.8","230.472","230.472","3.6134","null",
"2552424","null","Phillip Dorsett","WR","IND","WR","IND","-32.1367","85.14","null","135.7","173","55","null","null","0.95","142.22","30.78","1.2","85.14","85.14","4.8749","null",
"2495473","null","Shane Vereen","RB","NYG","RB","NYG","-32.6667","94.81","null","154.5","174","40","null","null","0.055","140.7","33.3","1.1","94.81","94.81","3.7135","null",
"2540020","null","Theo Riddick","RB","DET","RB","DET","-32.6867","94.79","null","124.6","175","41","null","null","1.09","135.29","39.71","1.3","94.79","94.79","3.2912","null",
"2506467","null","Darren Sproles","RB","PHI","RB","PHI","-32.7567","94.72","null","151","176","42","null","null","2.315","140.13","35.87","1.2","94.72","94.72","3.5757","null",
"2507763","null","Mike Wallace","WR","BAL","WR","BAL","-32.8867","84.39","null","146.9","177","56","null","null","0.905","155.85","21.15","1.6","84.39","84.39","3.3201","null",
"2532903","null","Rishard Matthews","WR","TEN","WR","TEN","-33.2867","83.99","null","140.5","178","57","null","null","1.365","155.17","22.83","1.4","83.99","83.99","3.8633","null",
"2555214","null","Laquon Treadwell","WR","MIN","WR","MIN","-34.2967","82.98","null","144.5","179","58","null","null","1.55","139.94","39.06","2.2","82.98","82.98","5.4893","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","-34.7967","92.68","null","115.2","180","43","null","null","2.755","139.14","40.86","1.4","92.68","92.68","3.2176","null",
"2552458","null","Devin Funchess","WR","CAR","WR","CAR","-35.0067","82.27","null","120.5","181","59","null","null","2.955","133.59","47.41","1.8","82.27","82.27","5.0794","null",
"2556075","null","Derrick Henry","RB","TEN","RB","TEN","-35.3467","92.13","null","104.8","182","44","null","null","6.61","105.96","76.04","4.2","92.13","92.13","3.6571","null",
"2532853","null","Ladarius Green","TE","PIT","TE","PIT","-35.3533","75.3","null","154.7","183","19","null","null","1.54","143.77","39.23","0","75.3","75.3","5.6763","null",
"2555466","null","Tyler Boyd","WR","CIN","WR","CIN","-36.6867","80.59","null","151.3","184","60","null","null","3.045","142.27","41.73","2","80.59","80.59","5.0439","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","-36.8033","73.85","null","179.9","185","20","null","null","1.01","156.85","28.15","0","73.85","73.85","4.5966","null",
"2495267","null","Jordan Cameron","TE","MIA","TE","MIA","-36.9833","73.67","null","174.6","186","21","null","null","2.715","170.62","15.38","0","73.67","73.67","4.5873","null",
"2552397","null","Clive Walford","TE","OAK","TE","OAK","-38.6433","72.01","null","166.1","187","22","null","null","3.125","163.79","23.21","0","72.01","72.01","5.7091","null",
"2543781","null","Zach Hocker","K","CIN","K","CIN","-39.1","0.3","null","null","188","37","null","null","null","null","null","0","0.3","0.3","1.2502","null",
"71217","null","Kenny Britt","WR","LA","WR","LA","-39.2367","78.04","null","194","189","61","null","null","2.275","167.39","21.61","0","78.04","78.04","3.3847","null",
"497206","null","James Starks","RB","GB","RB","GB","-39.7567","87.72","null","152","190","45","null","null","8.005","141.58","48.42","1.2","87.72","87.72","3.496","null",
"2555346","null","Will Fuller","WR","HOU","WR","HOU","-40.2267","77.05","null","172.1","191","62","null","null","3.21","152.2","38.8","1.9","77.05","77.05","3.6445","null",
"71265","null","Jared Cook","TE","GB","TE","GB","-40.7533","69.9","null","160.1","192","23","null","null","5.4","141.38","50.62","2.2","69.9","69.9","3.6041","null",
"2543683","null","Austin Seferian-Jenkins","TE","TB","TE","TB","-42.7833","67.87","null","168.2","193","24","null","null","8.615","158.44","34.56","0","67.87","67.87","6.5225","null",
"2532977","null","Kendall Wright","WR","TEN","WR","TEN","-42.7967","74.48","null","164.9","194","63","null","null","1.535","165.54","28.46","0","74.48","74.48","4.0101","null",
"2540169","null","Robert Woods","WR","BUF","WR","BUF","-44.0767","73.2","null","192.7","195","64","null","null","0.635","null","null","0","73.2","73.2","3.8095","null",
"2555223","null","Devontae Booker","RB","DEN","RB","DEN","-44.1567","83.32","null","147.9","196","46","null","null","7.99","131.25","64.75","1.4","83.32","83.32","4.624","null",
"2507166","null","Ted Ginn","WR","CAR","WR","CAR","-44.5867","72.69","null","174.4","197","65","null","null","0.285","151.02","45.98","1.7","72.69","72.69","3.643","null",
"2532887","null","Jermaine Kearse","WR","SEA","WR","SEA","-44.8367","72.44","null","204","198","66","null","null","1.455","169.43","28.57","0","72.44","72.44","4.0636","null",
"2540202","null","Kenny Stills","WR","MIA","WR","MIA","-44.9067","72.37","null","173.5","199","67","null","null","3.42","159.18","39.82","0","72.37","72.37","4.9415","null",
"2543465","null","Teddy Bridgewater","QB","MIN","QB","MIN","-44.9333","217.246","null","186.1","200","26","null","null","29.534","149.11","50.89","3.1","217.246","217.246","7.5181","null",
"2552470","null","Sammie Coates","WR","PIT","WR","PIT","-47.6767","69.6","null","156.5","201","68","null","null","2.115","151.82","49.18","1.2","69.6","69.6","5.0151","null",
"2552600","null","Nelson Agholor","WR","PHI","WR","PHI","-48.9767","68.3","null","180.2","202","69","null","null","1.83","null","null","0","68.3","68.3","6.2824","null",
"324","null","Jacob Tamme","TE","ATL","TE","ATL","-49.5233","61.13","null","217.1","203","25","null","null","4.405","174.33","28.67","0","61.13","61.13","3.6201","null",
"2555317","null","Tajae Sharpe","WR","TEN","WR","TEN","-50.6067","66.67","null","155.7","204","70","null","null","0.68","147.64","56.36","0","66.67","66.67","5.6961","null",
"2505587","null","Anquan Boldin","WR","DET","WR","DET","-51.0067","66.27","null","166.2","205","71","null","null","0.745","158.03","46.97","0","66.27","66.27","3.0275","null",
"2552453","null","Tevin Coleman","RB","ATL","RB","ATL","-51.3667","76.11","null","116.5","206","47","null","null","1.625","137.2","68.8","1.4","76.11","76.11","5.8014","null",
"2530515","null","Chris Hogan","WR","NE","WR","NE","-51.5667","65.71","null","168.2","207","72","null","null","0.515","154.65","52.35","1.1","65.71","65.71","4.6646","null",
"2552463","null","Jaelen Strong","WR","HOU","WR","HOU","-51.9367","65.34","null","195.8","208","73","null","null","0.345","null","null","0","65.34","65.34","5.7673","null",
"497302","null","Brandon LaFell","WR","CIN","WR","CIN","-52.2267","65.05","null","192","209","74","null","null","0.775","null","null","0","65.05","65.05","3.6686","null",
"2552415","null","Jamison Crowder","WR","WAS","WR","WAS","-52.3367","64.94","null","201.2","210","75","null","null","2.69","null","null","0","64.94","64.94","4.3841","null",
"2543715","null","Jerick McKinnon","RB","MIN","RB","MIN","-52.9267","74.55","null","146.4","211","48","null","null","0.31","153.63","57.37","1.4","74.55","74.55","3.1658","null",
"2495469","null","Dion Lewis","RB","NE","RB","NE","-53.0567","74.42","null","148.9","212","49","null","null","2.02","115.49","96.51","10.3","74.42","74.42","5.8557","null",
"2540215","null","Vance McDonald","TE","SF","TE","SF","-53.2733","57.38","null","173.7","213","26","null","null","2.905","172.5","40.5","0","57.38","57.38","3.873","null",
"2552631","null","Javorius Allen","RB","BAL","RB","BAL","-53.4167","74.06","null","151.4","214","50","null","null","3.34","159.2","54.8","0","74.06","74.06","5.575","null",
"2543495","null","Davante Adams","WR","GB","WR","GB","-53.6667","63.61","null","193.7","215","76","null","null","3.165","null","null","0","63.61","63.61","4.215","null",
"2553830","null","Will Tye","TE","NYG","TE","NYG","-54.5833","56.07","null","183.6","216","27","null","null","3.465","null","null","0","56.07","56.07","3.5441","null",
"2535698","null","Cole Beasley","WR","DAL","WR","DAL","-56.3867","60.89","null","231.9","217","77","null","null","1.45","null","null","0","60.89","60.89","3.683","null",
"2555418","null","Jordan Howard","RB","CHI","RB","CHI","-56.7367","70.74","null","149.5","218","51","null","null","0.415","160.86","57.14","1.4","70.74","70.74","7.6124","null",
"2543773","null","James White","RB","NE","RB","NE","-56.7767","70.7","null","136.7","219","52","null","null","1.16","114.14","104.86","1.6","70.7","70.7","4.5898","null",
"2552597","null","Breshad Perriman","WR","BAL","WR","BAL","-57.2767","60","null","179.7","220","78","null","null","1.14","null","null","0","60","60","5.5599","null",
"262","null","Chris Johnson","RB","ARI","RB","ARI","-57.5267","69.95","null","163.7","221","53","null","null","1.45","151.26","69.74","1.7","69.95","69.95","3.5254","null",
"2533033","null","Robert Griffin","QB","CLE","QB","CLE","-57.7513","204.428","null","174.7","222","27","null","null","35.192","150.78","71.22","3","204.428","204.428","5.6025","null",
"2550313","null","Richard Rodgers","TE","GB","TE","GB","-57.7733","52.88","null","206","223","28","null","null","0.74","161.56","61.44","0","52.88","52.88","3.873","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","-58.3233","52.33","null","184.4","224","29","null","null","1.595","null","null","0","52.33","52.33","4.3388","null",
"2555464","null","DeAndre Washington","RB","OAK","RB","OAK","-58.3467","69.13","null","147.3","225","54","null","null","1.505","149.57","75.43","1.6","69.13","69.13","6.2786","null",
"2543646","null","Bruce Ellington","WR","SF","WR","SF","-58.3967","58.88","null","161.4","226","79","null","null","0.505","null","null","1.1","58.88","58.88","4.0767","null",
"2555343","null","Josh Doctson","WR","WAS","WR","WAS","-58.4367","58.84","null","166.8","227","80","null","null","2.275","157.05","69.95","1.3","58.84","58.84","6.3354","null",
"2543794","null","Crockett Gillmore","TE","BAL","TE","BAL","-58.7033","51.95","null","237","228","30","null","null","2.97","null","null","0","51.95","51.95","4.5307","null",
"2550597","null","Seth Roberts","WR","OAK","WR","OAK","-59.3667","57.91","null","206.3","229","81","null","null","3.14","null","null","0","57.91","57.91","4.955","null",
"2540011","null","Chris Thompson","RB","WAS","RB","WAS","-59.6067","67.87","null","171.6","230","55","null","null","3.585","159.21","70.79","0","67.87","67.87","4.7835","null",
"2555417","null","C.J. Prosise","RB","SEA","RB","SEA","-60.0967","67.38","null","157.3","231","56","null","null","6.855","158.12","72.88","1.3","67.38","67.38","6.726","null",
"2550656","null","Cameron Brate","TE","TB","TE","TB","-61.1333","49.52","null","203.2","232","31","null","null","1.575","null","null","0","49.52","49.52","4.5581","null",
"1990","null","Eddie Royal","WR","CHI","WR","CHI","-62.0567","55.22","null","229.8","233","82","null","null","1.755","null","null","0","55.22","55.22","3.9234","null",
"2495187","null","Lance Kendricks","TE","LA","TE","LA","-62.2133","48.44","null","229.1","234","32","null","null","1.775","null","null","0","48.44","48.44","3.5989","null",
"2532978","null","Jarius Wright","WR","MIN","WR","MIN","-62.9567","54.32","null","256","235","83","null","null","1.92","null","null","0","54.32","54.32","3.8387","null",
"2541316","null","Ryan Griffin","TE","HOU","TE","HOU","-63.2033","47.45","null","255","236","33","null","null","1.61","null","null","0","47.45","47.45","4.1744","null",
"2552652","null","Chris Conley","WR","KC","WR","KC","-64.6667","52.61","null","207.3","237","84","null","null","1.575","null","null","0","52.61","52.61","5.2755","null",
"2540928","null","Darren Fells","TE","ARI","TE","ARI","-64.7733","45.88","null","277.3","238","34","null","null","2.135","null","null","0","45.88","45.88","5.2432","null",
"2543481","null","Jace Amaro","TE","NYJ","TE","NYJ","-64.8533","45.8","null","227.4","239","35","null","null","4.27","null","null","0","45.8","45.8","5.6134","null",
"2507855","null","Victor Cruz","WR","NYG","WR","NYG","-65.0867","52.19","null","210.9","240","85","null","null","2.45","152.85","87.15","0","52.19","52.19","4.7576","null",
"2540204","null","Spencer Ware","RB","KC","RB","KC","-66.2867","61.19","null","157.3","241","57","null","null","1.36","147.51","93.49","1.5","61.19","61.19","4.3704","null",
"2495341","null","Cecil Shorts","WR","HOU","WR","HOU","-67.3967","49.88","null","270.8","242","86","null","null","0.335","null","null","0","49.88","49.88","5.6137","null",
"4383","null","Tim Hightower","RB","NO","RB","NO","-67.6167","59.86","null","176.1","243","58","null","null","0.93","155.78","87.22","0","59.86","59.86","5.7509","null",
"2552375","null","Cameron Artis-Payne","RB","CAR","RB","CAR","-67.6767","59.8","null","201.8","244","59","null","null","1.895","152.24","91.76","0","59.8","59.8","5.2232","null",
"2552418","null","Justin Hardy","WR","ATL","WR","ATL","-67.6767","49.6","null","218.2","244","87","null","null","0.255","null","null","0","49.6","49.6","3.7806","null",
"2649","null","Danny Amendola","WR","NE","WR","NE","-67.7867","49.49","null","215.4","246","88","null","null","0.735","162.9","83.1","0","49.49","49.49","3.8691","null",
"2539250","null","Quinton Patton","WR","SF","WR","SF","-68.0767","49.2","null","249.6","247","89","null","null","0.925","null","null","0","49.2","49.2","3.5489","null",
"2534820","null","Garrett Celek","TE","SF","TE","SF","-68.9633","41.69","null","249.9","248","36","null","null","0.515","null","null","0","41.69","41.69","7.052","null",
"2550272","null","Albert Wilson","WR","KC","WR","KC","-68.9667","48.31","null","234.3","249","90","null","null","1.325","null","null","0","48.31","48.31","3.9134","null",
"2541147","null","Charles Johnson","WR","MIN","WR","MIN","-69.0367","48.24","null","194.6","250","91","null","null","2.72","null","null","0","48.24","48.24","3.6027","null",
"2541199","null","Luke Willson","TE","SEA","TE","SEA","-69.2833","41.37","null","256.4","251","37","null","null","2.03","null","null","0","41.37","41.37","4.7499","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","-69.4167","58.06","null","206.5","252","60","null","null","0.7","172.66","79.34","0","58.06","58.06","4.6778","null",
"2537933","null","Larry Donnell","TE","NYG","TE","NYG","-69.6733","40.98","null","240.8","253","38","null","null","3.485","null","null","0","40.98","40.98","3.844","null",
"2495461","null","Shaun Draughn","RB","SF","RB","SF","-69.7267","57.75","null","191.2","254","61","null","null","1.405","null","null","0","57.75","57.75","5.487","null",
"2539322","null","Christine Michael","RB","SEA","RB","SEA","-70.5067","56.97","null","143.5","255","62","null","null","1.87","126.93","128.07","2.1","56.97","56.97","3.9883","null",
"2552656","null","J.J. Nelson","WR","ARI","WR","ARI","-71.5467","45.73","null","231.1","256","92","null","null","0.445","null","null","0","45.73","45.73","4.5544","null",
"284","null","Darren McFadden","RB","DAL","RB","DAL","-71.7567","55.72","null","173","257","63","null","null","1.505","165.41","91.59","0","55.72","55.72","5.5727","null",
"2550328","null","Brandon Coleman","WR","NO","WR","NO","-71.9667","45.31","null","231.5","258","93","null","null","0.485","null","null","0","45.31","45.31","4.1137","null",
"2550546","null","Philly Brown","WR","CAR","WR","CAR","-72.0167","45.26","null","264.3","259","94","null","null","0.895","null","null","null","45.26","45.26","4.0937","null",
"2532933","null","Brian Quick","WR","LA","WR","LA","-72.8867","44.39","null","237.8","260","95","null","null","0.28","null","null","0","44.39","44.39","3.5296","null",
"2555348","null","Braxton Miller","WR","HOU","WR","HOU","-72.9367","44.34","null","236.2","261","96","null","null","0.56","null","null","0","44.34","44.34","4.3076","null",
"2555341","null","Hunter Henry","TE","SD","TE","SD","-72.9533","37.7","null","241.5","262","39","null","null","0.525","null","null","0","37.7","37.7","8.203","null",
"2541544","null","Benny Cunningham","RB","LA","RB","LA","-72.9967","54.48","null","185.5","263","64","null","null","0.89","169.16","93.84","null","54.48","54.48","5.1353","null",
"2552468","null","Maxx Williams","TE","BAL","TE","BAL","-73.3633","37.29","null","217.4","264","40","null","null","0.235","null","null","0","37.29","37.29","4.8572","null",
"2540151","null","Justin Hunter","WR","TEN","WR","TEN","-73.3967","43.88","null","null","265","97","null","null","0.425","null","null","0","43.88","43.88","4.1464","null",
"2543600","null","Alfred Blue","RB","HOU","RB","HOU","-73.5267","53.95","null","241.5","266","65","null","null","0.89","null","null","0","53.95","53.95","3.778","null",
"2507218","null","Brent Celek","TE","PHI","TE","PHI","-73.5933","37.06","null","275","267","41","null","null","0.42","null","null","0","37.06","37.06","4.1744","null",
"2543475","null","Marqise Lee","WR","JAC","WR","JAC","-73.5967","43.68","null","265","268","98","null","null","1.39","null","null","0","43.68","43.68","5.5602","null",
"2539995","null","Mychal Rivera","TE","OAK","TE","OAK","-73.6033","37.05","null","326","269","42","null","null","1.08","null","null","0","37.05","37.05","4.284","null",
"2555419","null","Pharoh Cooper","WR","LA","WR","LA","-74.0467","43.23","null","217.6","270","99","null","null","2.47","null","null","0","43.23","43.23","5.9866","null",
"2555460","null","Paul Perkins","RB","NYG","RB","NYG","-74.2467","53.23","null","177.2","271","66","null","null","1.06","163.6","107.4","0","53.23","53.23","7.3779","null",
"2552633","null","Jesse James","TE","PIT","TE","PIT","-74.4233","36.23","null","206.8","272","43","null","null","0.905","null","null","0","36.23","36.23","6.3943","null",
"2533457","null","Alfred Morris","RB","DAL","RB","DAL","-74.5867","52.89","null","175.1","273","67","null","null","1.825","141.67","131.33","2.9","52.89","52.89","3.4325","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","-74.9433","35.71","null","332","274","44","null","null","0.83","null","null","0","35.71","35.71","4.7945","null",
"2552399","null","Jeff Heuerman","TE","DEN","TE","DEN","-75.7133","34.94","null","260.7","275","45","null","null","0.365","null","null","0","34.94","34.94","7.2438","null",
"2541834","null","Josh Hill","TE","NO","TE","NO","-75.8333","34.82","null","277.7","276","46","null","null","0.575","null","null","0","34.82","34.82","4.256","null",
"2530700","null","Dontrelle Inman","WR","SD","WR","SD","-75.9267","41.35","null","250.5","277","100","null","null","1.43","null","null","0","41.35","41.35","4.8448","null",
"2555229","null","Kenneth Dixon","RB","BAL","RB","BAL","-76.0267","51.45","null","146.2","278","68","null","null","1.365","153.95","124.05","0","51.45","51.45","7.9066","null",
"2540232","null","Jack Doyle","TE","IND","TE","IND","-76.3233","34.33","null","337","279","47","null","null","2.185","null","null","0","34.33","34.33","3.5715","null",
"2552586","null","Tyler Kroft","TE","CIN","TE","CIN","-76.4933","34.16","null","290","280","48","null","null","4.165","null","null","0","34.16","34.16","6.312","null",
"2539217","null","Andre Ellington","RB","ARI","RB","ARI","-76.7967","50.68","null","203.7","281","69","null","null","1.8","null","null","0","50.68","50.68","6.3701","null",
"2508097","null","Andrew Hawkins","WR","CLE","WR","CLE","-77.1067","40.17","null","270.6","282","101","null","null","0.725","null","null","0","40.17","40.17","4.5529","null",
"2553737","null","Eli Rogers","WR","PIT","WR","PIT","-77.6067","39.67","null","189.4","283","102","null","null","1.04","null","null","0","39.67","39.67","5.7662","null",
"2543664","null","Terrance West","RB","BAL","RB","BAL","-77.9867","49.49","null","172.7","284","70","null","null","2.475","null","null","1.1","49.49","49.49","4.1569","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","-78.0567","39.22","null","null","285","103","null","null","1.655","null","null","0","39.22","39.22","4.2368","null",
"2543551","null","KaDeem Carey","RB","CHI","RB","CHI","-79.2067","48.27","null","217.1","286","71","null","null","2.855","null","null","0","48.27","48.27","3.765","null",
"2552425","null","Rashad Greene","WR","JAC","WR","JAC","-79.2367","38.04","null","274","287","104","null","null","1.08","null","null","0","38.04","38.04","4.7887","null",
"80427","null","Darrius Heyward-Bey","WR","PIT","WR","PIT","-80.1867","37.09","null","209.5","288","105","null","null","1.725","null","null","0","37.09","37.09","3.503","null",
"2555215","null","Leonte Carroo","WR","MIA","WR","MIA","-80.4467","36.83","null","221.1","289","106","null","null","2.965","null","null","0","36.83","36.83","5.3385","null",
"2539202","null","Chris Gragg","TE","BUF","TE","BUF","-80.5233","30.13","null","null","290","49","null","null","0.365","null","null","0","30.13","30.13","4.2292","null",
"2555415","null","Austin Hooper","TE","ATL","TE","ATL","-80.7933","29.86","null","219.1","291","50","null","null","0.52","null","null","0","29.86","29.86","6.8053","null",
"2550206","null","Ryan Hewitt","TE","CIN","TE","CIN","-80.9833","29.67","null","null","292","51","null","null","0.71","null","null","null","29.67","29.67","4.2566","null",
"2540211","null","Gavin Escobar","TE","DAL","TE","DAL","-81.6433","29.01","null","null","293","52","null","null","1.585","null","null","0","29.01","29.01","4.01","null",
"2533437","null","Ronnie Hillman","RB","DEN","RB","DEN","-81.7167","45.76","null","195.8","294","72","null","null","0.92","null","null","0","45.76","45.76","4.6118","null",
"2495888","null","Marcedes Lewis","TE","JAC","TE","JAC","-81.7433","28.91","null","null","295","53","null","null","2.98","null","null","0","28.91","28.91","3.5134","null",
"2550268","null","Charcandrick West","RB","KC","RB","KC","-82.4067","45.07","null","193.6","296","73","null","null","1.095","155.27","140.73","0","45.07","45.07","4.4553","null",
"2507428","null","Mike Tolbert","RB","CAR","RB","CAR","-82.8667","44.61","null","242.5","297","74","null","null","1.925","null","null","0","44.61","44.61","3.6967","null",
"2552650","null","Mario Alford","WR","CIN","WR","CIN","-83.3767","33.9","null","null","298","107","null","null","0.14","null","null","null","33.9","33.9","5.2755","null",
"2495453","null","Andre Holmes","WR","OAK","WR","OAK","-83.4467","33.83","null","null","299","108","null","null","0.355","null","null","0","33.83","33.83","4.0236","null",
"2550198","null","Bennie Fowler","WR","DEN","WR","DEN","-83.5867","33.69","null","null","300","109","null","null","0.545","null","null","0","33.69","33.69","8.1198","null",
"2541388","null","Brice Butler","WR","DAL","WR","DAL","-84.0167","33.26","null","null","301","110","null","null","0.425","null","null","0","33.26","33.26","3.9034","null",
"2533460","null","Robert Turbin","RB","IND","RB","IND","-84.1367","43.34","null","217.2","302","75","null","null","1.985","null","null","0","43.34","43.34","5.2893","null",
"2540177","null","Marquess Wilson","WR","CHI","WR","CHI","-84.2467","33.03","null","null","303","111","null","null","0.895","null","null","0","33.03","33.03","4.6545","null",
"2543491","null","Paul Richardson","WR","SEA","WR","SEA","-84.6367","32.64","null","327.5","304","112","null","null","1.285","null","null","0","32.64","32.64","3.786","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","-84.7133","25.94","null","null","305","54","null","null","0.605","null","null","0","25.94","25.94","5.2965","null",
"2555364","null","Tyler Higbee","TE","LA","TE","LA","-84.7333","25.92","null","209.8","306","55","null","null","1.41","null","null","0","25.92","25.92","8.6689","null",
"2542022","null","Khiry Robinson","RB","NYJ","RB","NYJ","-85.4467","42.03","null","212.2","307","76","null","null","2.135","null","null","0","42.03","42.03","4.5636","null",
"2552429","null","Ty Montgomery","WR","GB","WR","GB","-85.6467","31.63","null","246.4","308","113","null","null","0.805","null","null","0","31.63","31.63","4.0655","null",
"2495835","null","Anthony Fasano","TE","TEN","TE","TEN","-85.9033","24.75","null","null","309","56","null","null","0.675","null","null","0","24.75","24.75","4.1437","null",
"2543828","null","Quincy Enunwa","WR","NYJ","WR","NYJ","-86.1967","31.08","null","223","310","114","null","null","0.725","null","null","0","31.08","31.08","4.7347","null",
"497226","null","Jim Dray","TE","BUF","TE","BUF","-86.3833","24.27","null","null","311","57","null","null","0.605","null","null","0","24.27","24.27","3.5715","null",
"80670","null","Louis Murphy","WR","TB","WR","TB","-86.7067","30.57","null","null","312","115","null","null","0.585","null","null","null","30.57","30.57","3.5411","null",
"2543721","null","C.J. Fiedorowicz","TE","HOU","TE","HOU","-86.7733","23.88","null","307","313","58","null","null","0.735","null","null","0","23.88","23.88","4.7773","null",
"2539663","null","Mike Gillislee","RB","BUF","RB","BUF","-86.7967","40.68","null","205.6","314","77","null","null","1.755","171.28","142.72","0","40.68","40.68","3.9867","null",
"2555216","null","Malcolm Mitchell","WR","NE","WR","NE","-87.1367","30.14","null","204.1","315","116","null","null","0.49","null","null","0","30.14","30.14","5.828","null",
"2540200","null","Dion Sims","TE","MIA","TE","MIA","-87.2033","23.45","null","319.5","316","59","null","null","0.91","null","null","0","23.45","23.45","4.1196","null",
"2543746","null","Josh Huff","WR","PHI","WR","PHI","-87.4467","29.83","null","null","317","117","null","null","0.51","null","null","0","29.83","29.83","4.3441","null",
"2543750","null","Jeff Janis","WR","GB","WR","GB","-87.8067","29.47","null","217.3","318","118","null","null","0.79","null","null","0","29.47","29.47","3.6317","null",
"2533353","null","Cory Harkey","TE","LA","TE","LA","-87.8133","22.84","null","null","319","60","null","null","0.985","null","null","null","22.84","22.84","10.0222","null",
"2543638","null","DeAnthony Thomas","WR","KC","WR","KC","-88.1067","29.17","null","null","320","119","null","null","1.225","null","null","0","29.17","29.17","3.0515","null",
"2556411","null","Josh Ferguson","RB","IND","RB","IND","-88.3667","39.11","null","199.3","321","78","null","null","1.25","null","null","0","39.11","39.11","5.0473","null",
"2553318","null","James OShaughnessy","TE","KC","TE","KC","-88.4133","22.24","null","null","322","61","null","null","1.49","null","null","0","22.24","22.24","8.8608","null",
"2543502","null","Tre Mason","RB","LA","RB","LA","-88.7367","38.74","null","237","323","79","null","null","2.2","null","null","0","38.74","38.74","6.0767","null",
"2553434","null","Devin Smith","WR","NYJ","WR","NYJ","-89.0867","28.19","null","285.3","324","120","null","null","0.72","null","null","0","28.19","28.19","5.596","null",
"2552478","null","Blake Bell","TE","SF","TE","SF","-89.1833","21.47","null","301","325","62","null","null","2.105","null","null","0","21.47","21.47","6.8053","null",
"71417","null","Jordan Norwood","WR","DEN","WR","DEN","-89.5767","27.7","null","null","326","121","null","null","0.805","null","null","0","27.7","27.7","5.9465","null",
"2550617","null","Taylor Gabriel","WR","CLE","WR","CLE","-90.0367","27.24","null","null","327","122","null","null","0.75","null","null","null","27.24","27.24","5.8764","null",
"497190","null","Dexter McCluster","RB","TEN","RB","TEN","-90.4967","36.98","null","270.3","328","80","null","null","1.555","null","null","0","36.98","36.98","4.8351","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","-90.6233","20.03","null","null","329","63","null","null","1.395","null","null","0","20.03","20.03","3.9443","null",
