playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2543590","null","Cody Latimer","WR","DEN","WR","DEN","-90.7267","26.55","null","266.6","330","123","null","null","0.915","null","null","0","26.55","26.55","3.7839","null",
"2552421","null","Kenny Bell","WR","TB","WR","TB","-90.8467","26.43","null","289.5","331","124","null","null","1.75","null","null","0","26.43","26.43","4.6846","null",
"497095","null","Sam Bradford","QB","PHI","QB","PHI","-91.1833","170.996","null","204.1","332","28","null","null","7.656","157.19","174.81","0","170.996","170.996","6.6247","null",
"2555230","null","Kenyan Drake","RB","MIA","RB","MIA","-91.3767","36.1","null","208.6","333","81","null","null","1.45","null","null","0","36.1","36.1","5.6469","null",
"497256","null","Tony Moeaki","TE","CHI","TE","CHI","-91.9533","18.7","null","null","334","64","null","null","0.195","null","null","0","18.7","18.7","3.2045","null",
"2533028","null","James Hanna","TE","DAL","TE","DAL","-92.0833","18.57","null","null","335","65","null","null","0.24","null","null","0","18.57","18.57","7.6001","null",
"2532835","null","Rhett Ellison","TE","MIN","TE","MIN","-92.2133","18.44","null","null","336","66","null","null","0.58","null","null","0","18.44","18.44","3.873","null",
"71431","null","Brandon Pettigrew","TE","DET","TE","DET","-92.4333","18.22","null","null","337","67","null","null","0.89","null","null","0","18.22","18.22","4.3764","null",
"2553895","null","Adam Humphries","WR","TB","WR","TB","-92.4367","24.84","null","275.7","338","125","null","null","0.565","null","null","0","24.84","24.84","4.4442","null",
"2555461","null","Wendell Smallwood","RB","PHI","RB","PHI","-92.7267","34.75","null","181","339","82","null","null","2.52","null","null","0","34.75","34.75","7.3339","null",
"2555468","null","Rashard Higgins","WR","CLE","WR","CLE","-92.7567","24.52","null","243.8","340","126","null","null","0.695","null","null","0","24.52","24.52","7.1283","null",
"2553631","null","Zach Zenner","RB","DET","RB","DET","-92.9267","34.55","null","209.9","341","83","null","null","5.415","null","null","0","34.55","34.55","4.4053","null",
"2495826","null","Vernon Davis","TE","WAS","TE","WAS","-93.1533","17.5","null","246.4","342","68","null","null","0.77","null","null","0","17.5","17.5","4.8397","null",
"2552627","null","DeAndre Smelter","WR","SF","WR","SF","-93.2467","24.03","null","232","343","127","null","null","0.495","null","null","0","24.03","24.03","5.0051","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","-93.4933","17.16","null","null","344","69","null","null","1.435","null","null","0","17.16","17.16","null","null",
"2543759","null","Ryan Grant","WR","WAS","WR","WAS","-93.6567","23.62","null","null","345","128","null","null","0.44","null","null","null","23.62","23.62","4.4943","null",
"222","null","Harry Douglas","WR","TEN","WR","TEN","-93.8267","23.45","null","null","346","129","null","null","1.39","null","null","0","23.45","23.45","3.8171","null",
"2552462","null","Gerald Christian","TE","ARI","TE","ARI","-94.3533","16.3","null","null","347","70","null","null","1.545","null","null","0","16.3","16.3","null","null",
"2552411","null","Dezmin Lewis","WR","BUF","WR","BUF","-94.3667","22.91","null","null","348","130","null","null","2.18","null","null","null","22.91","22.91","7.0482","null",
"2505354","null","Tony Romo","QB","DAL","QB","DAL","-94.7033","167.476","null","148.3","349","29","null","null","19.203","110.45","238.55","2.4","167.476","167.476","4.6498","null",
"2552401","null","MyCole Pruitt","TE","MIN","TE","MIN","-95.5033","15.15","null","305.7","350","71","null","null","1.545","null","null","0","15.15","15.15","6.038","null",
"2553913","null","Tyrell Williams","WR","SD","WR","SD","-96.0667","21.21","null","212.3","351","131","null","null","1.115","null","null","0","21.21","21.21","5.6661","null",
"2507486","null","Kellen Davis","TE","NYJ","TE","NYJ","-96.2933","14.36","null","null","352","72","null","null","1.625","null","null","0","14.36","14.36","4.8218","null",
"2543774","null","Jared Abbrederis","WR","GB","WR","GB","-97.0267","20.25","null","278.6","353","132","null","null","1.38","null","null","0","20.25","20.25","4.6414","null",
"2541966","null","Jaron Brown","WR","ARI","WR","ARI","-97.3367","19.94","null","null","354","133","null","null","2.22","null","null","0","19.94","19.94","4.1938","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","-97.5667","29.91","null","null","355","84","null","null","2.555","null","null","0","29.91","29.91","4.0588","null",
"2543628","null","Troy Niklas","TE","ARI","TE","ARI","-97.8033","12.85","null","null","356","73","null","null","0.285","null","null","0","12.85","12.85","7.887","null",
"497246","null","Michael Hoomanawanui","TE","NO","TE","NO","-98.0333","12.62","null","null","357","74","null","null","0.205","null","null","0","12.62","12.62","3.7359","null",
"497234","null","Garrett Graham","TE","DEN","TE","DEN","-98.1433","12.51","null","null","358","75","null","null","0.99","null","null","0","12.51","12.51","5.3254","null",
"2508112","null","Rob Housler","TE","CHI","TE","CHI","-98.3333","12.32","null","null","359","76","null","null","1.625","null","null","0","12.32","12.32","5.1467","null",
"4433","null","Marcel Reece","RB","OAK","RB","OAK","-99.1167","28.36","null","null","360","85","null","null","2.045","null","null","0","28.36","28.36","4.4293","null",
"2535876","null","Griff Whalen","WR","MIA","WR","MIA","-99.4767","17.8","null","null","361","134","null","null","0.425","null","null","null","17.8","17.8","4.1738","null",
"2539214","null","Kenbrell Thompkins","WR","NYJ","WR","NYJ","-99.6367","17.64","null","null","362","135","null","null","0.805","null","null","null","17.64","17.64","3.7183","null",
"2550284","null","Trey Burton","TE","PHI","TE","PHI","-99.9333","10.72","null","null","363","77","null","null","0.245","null","null","0","10.72","10.72","5.3529","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","-99.9833","10.67","null","null","364","78","null","null","0.865","null","null","0","10.67","10.67","5.923","null",
"2553467","null","Quan Bray","WR","IND","WR","IND","-100.1667","17.11","null","null","365","136","null","null","0.695","null","null","0","17.11","17.11","7.9596","null",
"2534241","null","Derek Carrier","TE","WAS","TE","WAS","-100.3733","10.28","null","null","366","79","null","null","1.04","null","null","0","10.28","10.28","3.2974","null",
"2532900","null","Keshawn Martin","WR","NE","WR","NE","-100.7167","16.56","null","null","367","137","null","null","0.29","null","null","0","16.56","16.56","3.1997","null",
"81308","null","Mike Thomas","WR","LA","WR","LA","-101.0067","16.27","null","167","368","138","null","null","0.2","null","null","null","16.27","16.27","5.5759","null",
"2556381","null","Mike Thomas","WR","LA","WR","LA","-101.0067","16.27","null","167","368","138","null","null","0.62","null","null","null","16.27","16.27","5.5759","null",
"2539289","null","Kenjon Barner","RB","PHI","RB","PHI","-101.1267","26.35","null","184.6","370","86","null","null","0.645","null","null","0","26.35","26.35","4.9145","null",
"2495467","null","Taiwan Jones","RB","OAK","RB","OAK","-101.1967","26.28","null","null","371","87","null","null","1.57","null","null","0","26.28","26.28","6.0147","null",
"2540203","null","Levine Toilolo","TE","ATL","TE","ATL","-101.3233","9.33","null","null","372","80","null","null","0.415","null","null","0","9.33","9.33","4.3114","null",
"2535964","null","Josh Bellamy","WR","CHI","WR","CHI","-101.4067","15.87","null","null","373","140","null","null","0.855","null","null","null","15.87","15.87","3.8733","null",
"2552559","null","C.J. Uzomah","TE","CIN","TE","CIN","-101.5033","9.15","null","null","374","81","null","null","0.785","null","null","0","9.15","9.15","6.9972","null",
"2555209","null","Chris Moore","WR","BAL","WR","BAL","-101.8467","15.43","null","null","375","141","null","null","1.095","null","null","0","15.43","15.43","3.9535","null",
"2541187","null","Demetrius Harris","TE","KC","TE","KC","-101.9733","8.68","null","null","376","82","null","null","0.67","null","null","0","8.68","8.68","12.6975","null",
"2555234","null","Tyler Ervin","RB","HOU","RB","HOU","-102.3467","25.13","null","221.4","377","88","null","null","0.85","null","null","0","25.13","25.13","5.2232","null",
"2540257","null","Justice Cunningham","TE","LA","TE","LA","-102.6033","8.05","null","null","378","83","null","null","0.125","null","null","0","8.05","8.05","null","null",
"2541944","null","Russell Shepard","WR","TB","WR","TB","-102.6767","14.6","null","null","379","142","null","null","0.595","null","null","null","14.6","14.6","null","null",
"2541151","null","Zach Sudfeld","TE","NYJ","TE","NYJ","-102.6833","7.97","null","null","380","84","null","null","0.345","null","null","0","7.97","7.97","4.3093","null",
"2507828","null","Logan Paulsen","TE","WAS","TE","WAS","-102.7733","7.88","null","null","381","85","null","null","0.525","null","null","0","7.88","7.88","4.4241","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","-102.9753","159.204","null","216.9","382","30","null","null","44.184","null","null","0","159.204","159.204","4.5417","null",
"2555459","null","Keith Marshall","RB","WAS","RB","WAS","-103.1867","24.29","null","211.5","383","89","null","null","0.115","null","null","0","24.29","24.29","7.8983","null",
"2550512","null","Damien Williams","RB","MIA","RB","MIA","-103.2067","24.27","null","null","385","90","null","null","0.415","null","null","0","24.27","24.27","6.5424","null",
"2555478","null","Demarcus Robinson","WR","KC","WR","KC","-103.2067","14.07","null","null","384","143","null","null","0.175","null","null","0","14.07","14.07","8.9211","null",
"497242","null","Clay Harbor","TE","NE","TE","NE","-103.2833","7.37","null","null","386","86","null","null","0.07","null","null","0","7.37","7.37","8.2304","null",
"79589","null","David Johnson","TE","PIT","TE","PIT","-103.3133","7.34","null","null","387","87","null","null","0.415","null","null","0","7.34","7.34","4.9418","null",
"2550163","null","Michael Campanaro","WR","BAL","WR","BAL","-103.3367","13.94","null","null","388","144","null","null","0.23","null","null","null","13.94","13.94","3.9835","null",
"2550243","null","Justin Perillo","TE","GB","TE","GB","-103.3933","7.26","null","null","389","88","null","null","1.08","null","null","0","7.26","7.26","null","null",
"2539303","null","Zach Line","RB","MIN","RB","MIN","-103.3967","24.08","null","null","390","91","null","null","0.72","null","null","0","24.08","24.08","3.1125","null",
"2539964","null","Marquise Goodwin","WR","BUF","WR","BUF","-103.4267","13.85","null","282.5","391","145","null","null","0.34","null","null","0","13.85","13.85","4.985","null",
"2531049","null","Chris Matthews","WR","BAL","WR","BAL","-103.7067","13.57","null","null","392","146","null","null","0.22","null","null","null","13.57","13.57","null","null",
"2553876","null","Donteea Dye","WR","TB","WR","TB","-103.8267","13.45","null","null","393","147","null","null","0.55","null","null","null","13.45","13.45","3.9034","null",
"2532797","null","Brandon Bolden","RB","NE","RB","NE","-103.8467","23.63","null","null","394","92","null","null","0.89","null","null","0","23.63","23.63","4.477","null",
"2540261","null","Corey Fuller","WR","DET","WR","DET","-104.0267","13.25","null","null","395","148","null","null","0.735","null","null","null","13.25","13.25","4.2339","null",
"89766","null","Brandon Myers","TE","TB","TE","TB","-104.0633","6.59","null","null","396","89","null","null","0.88","null","null","0","6.59","6.59","3.1229","null",
"2534770","null","Jonathan Grimes","RB","HOU","RB","HOU","-104.3867","23.09","null","null","397","93","null","null","0.735","null","null","0","23.09","23.09","6.6303","null",
"2543641","null","Devin Street","WR","DAL","WR","DAL","-104.7267","12.55","null","null","398","149","null","null","0.2","null","null","null","12.55","12.55","4.613","null",
"2556214","null","Tyreek Hill","WR","KC","WR","KC","-104.7967","12.48","null","null","399","150","null","null","0.405","null","null","0","12.48","12.48","9.9827","null",
"2507883","null","Jeff Cumberland","TE","SD","TE","SD","-104.8833","5.77","null","null","400","90","null","null","0.175","null","null","0","5.77","5.77","4.0379","null",
"2555311","null","Jerell Adams","TE","NYG","TE","NYG","-105.0033","5.65","null","null","401","91","null","null","0.345","null","null","0","5.65","5.65","3.1604","null",
"2555477","null","Charone Peake","WR","NYJ","WR","NYJ","-105.0567","12.22","null","null","402","151","null","null","0.47","null","null","0","12.22","12.22","9.0813","null",
"2495471","null","Jacquizz Rodgers","RB","CHI","RB","CHI","-105.0867","22.39","null","291","403","94","null","null","0.23","null","null","0","22.39","22.39","4.794","null",
"2535943","null","Sean McGrath","TE","SD","TE","SD","-105.1133","5.54","null","null","404","92","null","null","0.805","null","null","0","5.54","5.54","null","null",
"2495472","null","Jordan Todman","RB","IND","RB","IND","-105.1567","22.32","null","null","405","95","null","null","0.54","null","null","0","22.32","22.32","4.2674","null",
"81306","null","Brandon Tate","WR","CIN","WR","CIN","-105.3467","11.93","null","null","406","152","null","null","0.595","null","null","0","11.93","11.93","4.5387","null",
"2535708","null","Lance Dunbar","RB","DAL","RB","DAL","-105.4767","22","null","221.5","407","96","null","null","0.47","null","null","0","22","22","5.3041","null",
"2550355","null","Nic Jacobs","TE","JAC","TE","JAC","-105.5833","5.07","null","null","408","93","null","null","0.695","null","null","0","5.07","5.07","null","null",
"2540145","null","Cordarrelle Patterson","WR","MIN","WR","MIN","-105.7067","11.57","null","null","409","153","null","null","0.505","null","null","0","11.57","11.57","3.5297","null",
"2540178","null","Knile Davis","RB","KC","RB","KC","-105.9167","21.56","null","null","410","97","null","null","0.185","null","null","0","21.56","21.56","5.3496","null",
"2550529","null","Silas Redd","RB","WAS","RB","WAS","-105.9767","21.5","null","null","411","98","null","null","0.475","null","null","null","21.5","21.5","null","null",
"2556851","null","Keyarris Garrett","WR","CAR","WR","CAR","-106.1767","11.1","null","null","412","154","null","null","0.275","null","null","0","11.1","11.1","3.673","null",
"2543565","null","Andre Williams","RB","NYG","RB","NYG","-106.2267","21.25","null","244.1","413","99","null","null","0.565","null","null","0","21.25","21.25","4.2211","null",
"2555350","null","Kolby Listenbee","WR","BUF","WR","BUF","-106.2467","11.03","null","null","414","155","null","null","0.445","null","null","0","11.03","11.03","14.1891","null",
"2552402","null","Nick Boyle","TE","BAL","TE","BAL","-106.2533","4.4","null","null","415","94","null","null","0.06","null","null","0","4.4","4.4","null","null",
"2555289","null","Nick Vannett","TE","SEA","TE","SEA","-106.3033","4.35","null","null","416","95","null","null","0.165","null","null","0","4.35","4.35","13.9034","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","-106.3233","4.33","null","null","417","96","null","null","0.36","null","null","0","4.33","4.33","4.4641","null",
"2553446","null","Malcolm Johnson","TE","CLE","TE","CLE","-106.6133","4.04","null","null","418","97","null","null","0.305","null","null","null","4.04","4.04","null","null",
"2530598","null","Jeremy Ross","WR","NYJ","WR","NYJ","-106.6567","10.62","null","null","419","156","null","null","0.185","null","null","null","10.62","10.62","null","null",
"2553867","null","Mack Brown","RB","WAS","RB","WAS","-106.6767","20.8","null","null","420","100","null","null","0.795","null","null","null","20.8","20.8","12.127","null",
"2539256","null","Aaron Dobson","WR","NE","WR","NE","-106.7267","10.55","null","null","421","157","null","null","0.425","null","null","0","10.55","10.55","5.0638","null",
"2552403","null","Nick OLeary","TE","BUF","TE","BUF","-106.7533","3.9","null","null","422","98","null","null","0.525","null","null","0","3.9","3.9","null","null",
"2539260","null","Denard Robinson","RB","JAC","RB","JAC","-106.9067","20.57","null","328","423","101","null","null","1.235","null","null","0","20.57","20.57","4.5438","null",
"2528181","null","Bryan Walters","WR","JAC","WR","JAC","-106.9567","10.32","null","null","424","158","null","null","0.565","null","null","null","10.32","10.32","null","null",
"2553791","null","E.J. Bibbs","TE","CLE","TE","CLE","-107.0833","3.57","null","null","425","99","null","null","0.72","null","null","0","3.57","3.57","2.6123","null",
"2535869","null","Rod Streater","WR","KC","WR","KC","-107.3467","9.93","null","null","426","159","null","null","0.43","null","null","null","9.93","9.93","4.3003","null",
"2550405","null","Erik Swoope","TE","IND","TE","IND","-107.4733","3.18","null","null","427","100","null","null","0.905","null","null","0","3.18","3.18","2.7493","null",
"2552420","null","Keith Mumphery","WR","HOU","WR","HOU","-107.6967","9.58","null","null","428","160","null","null","0.35","null","null","null","9.58","9.58","7.1283","null",
"497286","null","Marcus Easley","WR","BUF","WR","BUF","-107.8567","9.42","null","null","429","161","null","null","0.44","null","null","null","9.42","9.42","null","null",
"2536044","null","Jamize Olawale","RB","OAK","RB","OAK","-108.0367","19.44","null","null","430","102","null","null","0.495","null","null","0","19.44","19.44","null","null",
"2535535","null","Phillip Supernaw","TE","TEN","TE","TEN","-108.1333","2.52","null","null","431","101","null","null","0.5","null","null","0","2.52","2.52","3.1604","null",
"2550183","null","Jeremy Butler","WR","BAL","WR","BAL","-108.2367","9.04","null","null","432","162","null","null","0.18","null","null","null","9.04","9.04","null","null",
"163982","null","Will Johnson","RB","NYG","RB","NYG","-108.2467","19.23","null","null","433","103","null","null","0.575","null","null","null","19.23","19.23","2.8436","null",
"2541940","null","Rashad Ross","WR","WAS","WR","WAS","-108.3567","8.92","null","null","434","163","null","null","0.165","null","null","null","8.92","8.92","null","null",
"2534436","null","Deonte Thompson","WR","CHI","WR","CHI","-108.4767","8.8","null","null","435","164","null","null","0.41","null","null","null","8.8","8.8","null","null",
"2495223","null","Greg Salas","WR","BUF","WR","BUF","-108.5667","8.71","null","null","436","165","null","null","0.69","null","null","null","8.71","8.71","10.5035","null",
"2553840","null","Brian Parker","TE","KC","TE","KC","-108.6233","2.03","null","null","437","102","null","null","0.065","null","null","null","2.03","2.03","null","null",
"2553552","null","Khari Lee","TE","CHI","TE","CHI","-108.6433","2.01","null","null","438","103","null","null","0.75","null","null","0","2.01","2.01","null","null",
"2550454","null","Asante Cleveland","TE","SD","TE","SD","-108.7333","1.92","null","null","439","104","null","null","1.395","null","null","0","1.92","1.92","null","null",
"2550481","null","Orleans Darkwa","RB","NYG","RB","NYG","-108.8167","18.66","null","null","440","104","null","null","0.7","null","null","0","18.66","18.66","7.4658","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","-108.8267","18.65","null","null","441","105","null","null","1.54","null","null","null","18.65","18.65","3.7719","null",
"2532930","null","DeVier Posey","WR","DEN","WR","DEN","-109.2067","8.07","null","null","442","166","null","null","0.135","null","null","null","8.07","8.07","null","null",
"2552651","null","Kaelin Clay","WR","BAL","WR","BAL","-109.3067","7.97","null","null","443","167","null","null","0.07","null","null","null","7.97","7.97","null","null",
"2550162","null","James Wright","WR","CIN","WR","CIN","-109.3767","7.9","null","null","444","168","null","null","0.09","null","null","null","7.9","7.9","6.0867","null",
"2556190","null","Jakeem Grant","WR","MIA","WR","MIA","-109.3767","7.9","null","null","444","168","null","null","0.18","null","null","0","7.9","7.9","null","null",
"2543689","null","Kevin Norwood","WR","CAR","WR","CAR","-109.5567","7.72","null","null","446","170","null","null","0.11","null","null","null","7.72","7.72","4.2162","null",
"2550459","null","Javontee Herndon","WR","SD","WR","SD","-109.5567","7.72","null","null","446","170","null","null","0.25","null","null","null","7.72","7.72","null","null",
"2555471","null","Kenny Lawler","WR","SEA","WR","SEA","-109.7767","7.5","null","null","448","172","null","null","0.315","null","null","null","7.5","7.5","10.9341","null",
"2556636","null","Marquez North","WR","LA","WR","LA","-109.8367","7.44","null","null","449","173","null","null","0.555","null","null","null","7.44","7.44","null","null",
"2556375","null","Rico Gathers","TE","DAL","TE","DAL","-110.0533","0.6","null","null","450","105","null","null","0.175","null","null","null","0.6","0.6","null","null",
"2540259","null","MarQueis Gray","TE","MIA","TE","MIA","-110.2033","0.45","null","null","451","106","null","null","0.1","null","null","0","0.45","0.45","3.0234","null",
"2543655","null","Tyler Gaffney","RB","NE","RB","NE","-110.2067","17.27","null","198.4","452","106","null","null","0.375","null","null","0","17.27","17.27","4.8825","null",
"2552660","null","Randall Telfer","TE","CLE","TE","CLE","-110.2533","0.4","null","null","453","107","null","null","0.1","null","null","0","0.4","0.4","null","null",
"2552654","null","Geremy Davis","WR","NYG","WR","NYG","-110.3467","6.93","null","null","454","174","null","null","0.19","null","null","null","6.93","6.93","5.2254","null",
"2550521","null","Xavier Grimble","TE","PIT","TE","PIT","-110.3533","0.3","null","null","455","108","null","null","0.1","null","null","null","0.3","0.3","null","null",
"2555483","null","Thomas Duarte","TE","MIA","TE","MIA","-110.3533","0.3","null","null","455","108","null","null","0.25","null","null","0","0.3","0.3","null","null",
"2553621","null","Lucky Whitehead","WR","DAL","WR","DAL","-110.4367","6.84","null","null","457","175","null","null","0.49","null","null","0","6.84","6.84","4.5243","null",
"2543704","null","Lorenzo Taliaferro","RB","BAL","RB","BAL","-110.5267","16.95","null","null","458","107","null","null","0.155","null","null","0","16.95","16.95","6.0558","null",
"2553667","null","Matt LaCosse","TE","NYG","TE","NYG","-110.5533","0.1","null","null","459","110","null","null","0.1","null","null","0","0.1","0.1","null","null",
"2540037","null","Fozzy Whittaker","RB","CAR","RB","CAR","-110.6367","16.84","null","329","461","108","null","null","0.21","null","null","0","16.84","16.84","6.8502","null",
"2552428","null","Tre McBride","WR","TEN","WR","TEN","-110.6367","6.64","null","null","460","176","null","null","0.635","null","null","null","6.64","6.64","5.0142","null",
"71255","null","Chase Coffman","TE","IND","TE","IND","-110.6533","0","null","null","462","111","null","null","0","null","null","0","0","0","null","null",
"2539208","null","Chris Pantale","TE","PHI","TE","PHI","-110.6533","0","null","null","462","111","null","null","0","null","null","0","0","0","null","null",
"2539645","null","Brandon Williams","TE","SEA","TE","SEA","-110.6533","0","null","null","462","111","null","null","0","null","null","0","0","0","null","null",
"2550356","null","Marcel Jensen","TE","WAS","TE","WAS","-110.6533","0","null","null","462","111","null","null","0","null","null","0","0","0","null","null",
"2553292","null","Kennard Backman","TE","GB","TE","GB","-110.6533","0","null","null","462","111","null","null","0","null","null","0","0","0","null","null",
"2553454","null","Geoff Swaim","TE","DAL","TE","DAL","-110.6533","0","null","null","462","111","null","null","0","null","null","0","0","0","null","null",
"2553658","null","Gabe Holmes","TE","OAK","TE","OAK","-110.6533","0","null","null","462","111","null","null","null","null","null","null","0","0","null","null",
"2550474","null","Antonio Andrews","RB","TEN","RB","TEN","-110.7267","16.75","null","234.8","469","109","null","null","0.395","null","null","0","16.75","16.75","4.3497","null",
"2550738","null","Fitzgerald Toussaint","RB","PIT","RB","PIT","-110.9667","16.51","null","null","470","110","null","null","0.435","null","null","0","16.51","16.51","5.1792","null",
"1037885","null","Marc Mariani","WR","CHI","WR","CHI","-111.2167","6.06","null","null","471","177","null","null","0.23","null","null","null","6.06","6.06","5.6961","null",
"2530763","null","Patrick DiMarco","RB","ATL","RB","ATL","-111.2767","16.2","null","null","472","111","null","null","0.445","null","null","0","16.2","16.2","3.5943","null",
"2543619","null","Walt Powell","WR","BUF","WR","BUF","-111.3267","5.95","null","null","473","178","null","null","0.27","null","null","null","5.95","5.95","null","null",
"2539315","null","Stepfan Taylor","RB","ARI","RB","ARI","-111.5267","15.95","null","null","474","112","null","null","0.88","null","null","0","15.95","15.95","12.5228","null",
"2555370","null","Jordan Payton","WR","CLE","WR","CLE","-111.5667","5.71","null","null","475","179","null","null","0.06","null","null","0","5.71","5.71","3.7031","null",
"2532799","null","Jarrett Boykin","WR","BUF","WR","BUF","-111.6267","5.65","null","null","476","180","null","null","0.18","null","null","null","5.65","5.65","null","null",
"2556144","null","Daniel Braverman","WR","CHI","WR","CHI","-111.6267","5.65","null","null","476","180","null","null","0.395","null","null","0","5.65","5.65","13.0173","null",
"2552376","null","David Cobb","RB","TEN","RB","TEN","-111.9167","15.56","null","237.9","478","113","null","null","1.37","null","null","0","15.56","15.56","7.9258","null",
"2552657","null","DeAndrew White","WR","SF","WR","SF","-111.9867","5.29","null","null","479","182","null","null","0.08","null","null","null","5.29","5.29","null","null",
"2507029","null","Eric Weems","WR","ATL","WR","ATL","-112.0567","5.22","null","null","480","183","null","null","0.25","null","null","0","5.22","5.22","6.2269","null",
"497320","null","Andre Roberts","WR","DET","WR","DET","-112.0767","5.2","null","null","481","184","null","null","0.48","null","null","null","5.2","5.2","2.6245","null",
"2541905","null","Myles White","WR","NYG","WR","NYG","-112.5367","4.74","null","null","482","185","null","null","0.07","null","null","null","4.74","4.74","3.1723","null",
"2556592","null","Roger Lewis","WR","NYG","WR","NYG","-112.5767","4.7","null","null","483","186","null","null","0.085","null","null","null","4.7","4.7","9.2315","null",
"2541785","null","Adam Thielen","WR","MIN","WR","MIN","-112.6367","4.64","null","null","484","187","null","null","0.12","null","null","0","4.64","4.64","2.972","null",
"2553725","null","Bradley Marquez","WR","LA","WR","LA","-112.6867","4.59","null","null","485","188","null","null","0.415","null","null","null","4.59","4.59","6.5274","null",
"2541828","null","Frankie Hammond","WR","KC","WR","KC","-112.8267","4.45","null","null","486","189","null","null","0.7","null","null","null","4.45","4.45","null","null",
"2555462","null","Kelvin Taylor","RB","SF","RB","SF","-112.8967","14.58","null","null","487","114","null","null","1.115","null","null","0","14.58","14.58","9.5326","null",
"2555473","null","Ricardo Louis","WR","CLE","WR","CLE","-113.3767","3.9","null","null","488","190","null","null","0.325","null","null","0","3.9","3.9","10.3232","null",
"2507902","null","Marlon Moore","WR","CLE","WR","CLE","-113.6767","3.6","null","null","489","191","null","null","0.275","null","null","null","3.6","3.6","null","null",
"2540230","null","Kyle Juszczyk","RB","BAL","RB","BAL","-113.6767","13.8","null","null","490","115","null","null","1.005","null","null","0","13.8","13.8","5.1353","null",
"2553568","null","Cameron Meredith","WR","CHI","WR","CHI","-113.7267","3.55","null","null","491","192","null","null","0.455","null","null","null","3.55","3.55","null","null",
"2539235","null","Tavarres King","WR","NYG","WR","NYG","-114.1767","3.1","null","null","492","193","null","null","0.225","null","null","null","3.1","3.1","null","null",
"2555331","null","Cody Core","WR","CIN","WR","CIN","-114.1867","3.09","null","null","493","194","null","null","0.51","null","null","null","3.09","3.09","11.2847","null",
"2534571","null","Bobby Rainey","RB","NYG","RB","NYG","-114.3467","13.13","null","null","494","116","null","null","0.815","null","null","0","13.13","13.13","null","null",
"2556261","null","Moritz Boehringer","WR","MIN","WR","MIN","-114.6167","2.66","null","null","495","195","null","null","0.385","null","null","null","2.66","2.66","11.3848","null",
"2553896","null","Darius Jennings","WR","CLE","WR","CLE","-114.7767","2.5","null","null","496","196","null","null","0.595","null","null","0","2.5","2.5","null","null",
"2552464","null","Jalston Fowler","RB","TEN","RB","TEN","-115.0167","12.46","null","null","497","117","null","null","0.415","null","null","0","12.46","12.46","null","null",
"2535966","null","Brenton Bersin","WR","CAR","WR","CAR","-115.2267","2.05","null","null","498","197","null","null","0.62","null","null","null","2.05","2.05","12.2862","null",
"2553762","null","Terron Ward","RB","ATL","RB","ATL","-115.3067","12.17","null","null","499","118","null","null","0.55","null","null","0","12.17","12.17","5.619","null",
"2555413","null","Trevor Davis","WR","GB","WR","GB","-115.5167","1.76","null","null","500","198","null","null","0.86","null","null","null","1.76","1.76","3.623","null",
"2552382","null","Malcolm Brown","RB","LA","RB","LA","-115.5567","11.92","null","null","501","119","null","null","0.685","null","null","0","11.92","11.92","7.5978","null",
"2552477","null","Aaron Ripkowski","RB","GB","RB","GB","-116.1567","11.32","null","null","502","120","null","null","0.25","null","null","0","11.32","11.32","2.4529","null",
"2555362","null","Aaron Burbridge","WR","SF","WR","SF","-116.1767","1.1","null","null","503","199","null","null","0.45","null","null","null","1.1","1.1","11.0844","null",
"2555227","null","Jonathan Williams","RB","BUF","RB","BUF","-116.3267","11.15","null","225.2","504","121","null","null","0.465","null","null","0","11.15","11.15","7.3231","null",
"2553439","null","Mike Davis","RB","SF","RB","SF","-116.4867","10.99","null","284","505","122","null","null","0.74","null","null","0","10.99","10.99","6.521","null",
"2535988","null","Brittan Golden","WR","ARI","WR","ARI","-116.5767","0.7","null","null","506","200","null","null","0.4","null","null","null","0.7","0.7","4.8949","null",
"2553900","null","Daniel Brown","WR","BAL","WR","BAL","-116.6767","0.6","null","null","507","201","null","null","0.6","null","null","null","0.6","0.6","null","null",
"2550263","null","Juwan Thompson","RB","DEN","RB","DEN","-117.0967","10.38","null","null","508","123","null","null","0.32","null","null","0","10.38","10.38","4.8274","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","-117.2767","0","null","null","509","202","null","null","0","null","null","null","0","0","6.4272","null",
"2533038","null","Justin Blackmon","WR","JAC","WR","JAC","-117.2767","0","null","null","509","202","null","null","0","null","null","0","0","0","2.478","null",
"2541096","null","Ifeanyi Momah","WR","ARI","WR","ARI","-117.2767","0","null","null","509","202","null","null","0","null","null","null","0","0","null","null",
"2552408","null","Darren Waller","WR","BAL","WR","BAL","-117.2767","0","null","null","509","202","null","null","0","null","null","null","0","0","null","null",
