"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16655-28694","TE","Jesse","James","7.016666412353516","6","5400","NE@PIT","PIT","NE","","","",""
"16655-14349","WR","Jeremy","Kerley","9.59999974568685","6","5400","TB@SF","SF","TB","","","",""
"16655-29683","WR","Nelson","Agholor","6.519999694824219","5","5300","MIN@PHI","PHI","MIN","","","",""
"16655-30237","RB","Mike","Gillislee","5.650000254313151","6","5300","BUF@MIA","BUF","MIA","","","",""
"16655-14905","WR","Kamar","Aiken","2.366666634877523","6","5300","BAL@NYJ","BAL","NYJ","Q","Thigh","",""
"16655-43413","RB","Kenneth","Dixon","1.350000023841858","2","5300","BAL@NYJ","BAL","NYJ","","","",""
"16655-25837","RB","Duke","Johnson Jr.","8.65000025431315","6","5300","CLE@CIN","CLE","CIN","","","",""
"16655-32243","WR","Marquise","Goodwin","6.5","5","5300","BUF@MIA","BUF","MIA","","","",""
"16655-11532","TE","Dennis","Pitta","7.75","6","5300","BAL@NYJ","BAL","NYJ","","","",""
"16655-14198","QB","Christian","Ponder","0","0","5200","TB@SF","SF","TB","","","",""
"16655-6422","TE","Gary","Barnidge","7.25","6","5200","CLE@CIN","CLE","CIN","","","",""
"16655-54782","TE","Cameron","Brate","8.04000015258789","5","5200","TB@SF","TB","SF","","","",""
"16655-54741","WR","Seth","Roberts","6.483333587646484","6","5200","OAK@JAC","OAK","JAC","","","",""
"16655-39280","RB","Derrick","Henry","4.216666539510091","6","5200","IND@TEN","TEN","IND","","","",""
"16655-38509","RB","Wendell","Smallwood","6.025000095367432","4","5200","MIN@PHI","PHI","MIN","","","",""
"16655-6857","RB","Justin","Forsett","4.849999904632568","4","5200","WAS@DET","DET","WAS","","","",""
"16655-6664","TE","Jacob","Tamme","6.483333587646484","6","5200","SD@ATL","ATL","SD","","","",""
"16655-27050","WR","Tyler","Lockett","4.179999923706054","5","5200","SEA@ARI","SEA","ARI","","","",""
"16655-29645","RB","Javorius","Allen","3.049999952316284","2","5100","BAL@NYJ","BAL","NYJ","","","",""
"16655-45889","WR","Davante","Adams","9.05999984741211","5","5100","CHI@GB","GB","CHI","","","",""
"16655-27457","WR","Kenny","Stills","6.533333460489909","6","5100","BUF@MIA","MIA","BUF","","","",""
"16655-33578","RB","Jalen","Richard","6.950000127156575","6","5100","OAK@JAC","OAK","JAC","","","",""
"16655-7953","WR","Vincent","Jackson","4.959999847412109","5","5100","TB@SF","TB","SF","IR","Knee","",""
"16655-7972","RB","Darren","Sproles","8.759999847412109","5","5100","MIN@PHI","PHI","MIN","","","",""
"16655-27908","TE","C.J.","Fiedorowicz","6.683333079020183","6","5100","HOU@DEN","HOU","DEN","","","",""
"16655-7900","K","Stephen","Gostkowski","7.833333333333333","6","5100","NE@PIT","NE","PIT","","","",""
"16655-12528","D","Cincinnati","Bengals","5.333333333333333","6","5100","CLE@CIN","CIN","CLE","","","",""
"16655-14362","TE","Charles","Clay","5.816666920979817","6","5100","BUF@MIA","BUF","MIA","Q","Ankle","",""
"16655-29780","TE","Zach","Ertz","5.566666920979817","3","5100","MIN@PHI","PHI","MIN","","","",""
"16655-8803","QB","Chase","Daniel","-0.019999999552965164","2","5000","MIN@PHI","PHI","MIN","","","",""
"16655-70446","QB","Joe","Callahan","0","0","5000","NO@KC","NO","KC","","","",""
"16655-30652","WR","Tanner","McEvoy","4.299999872843425","3","5000","SEA@ARI","SEA","ARI","","","",""
"16655-21957","WR","Kendall","Wright","9.033333460489908","3","5000","IND@TEN","TEN","IND","","","",""
"16655-28163","QB","Connor","Cook","0","0","5000","OAK@JAC","OAK","JAC","","","",""
"16655-70464","QB","Josh","Woodrum","0","0","5000","IND@TEN","IND","TEN","","","",""
"16655-47772","QB","Brandon","Doughty","0","0","5000","BUF@MIA","MIA","BUF","","","",""
"16655-43956","QB","David","Fales","0","0","5000","BAL@NYJ","BAL","NYJ","","","",""
"16655-26355","QB","Logan","Thomas","0","0","5000","NYG@LA","NYG","LA","","","",""
"16655-41732","QB","Christian","Hackenberg","0","0","5000","BAL@NYJ","NYJ","BAL","","","",""
"16655-29605","QB","Matt","Barkley","0","0","5000","CHI@GB","CHI","GB","","","",""
"16655-45797","QB","Garrett","Grayson","0","1","5000","NO@KC","NO","KC","","","",""
"16655-26141","QB","Ryan","Nassib","6.71999979019165","1","5000","NYG@LA","NYG","LA","","","",""
"16655-33244","WR","Eli","Rogers","6.5","4","5000","NE@PIT","PIT","NE","","","",""
"16655-29445","QB","Sean","Mannion","1.2400000095367432","1","5000","NYG@LA","LA","NYG","","","",""
"16655-29500","WR","Markus","Wheaton","5.033333460489909","3","5000","NE@PIT","PIT","NE","Q","Shoulder","",""
"16655-53331","QB","Taylor","Heinicke","0","0","5000","MIN@PHI","MIN","PHI","O","Ankle","",""
"16655-29314","TE","Richard","Rodgers","3.540000152587891","5","5000","CHI@GB","GB","CHI","","","",""
"16655-54705","QB","Dustin","Vaughan","0","0","5000","NE@PIT","PIT","NE","","","",""
"16655-28515","QB","Cardale","Jones","0","0","5000","BUF@MIA","BUF","MIA","","","",""
"16655-30253","QB","Jeff","Driskel","0","0","5000","CLE@CIN","CIN","CLE","","","",""
"16655-26483","QB","Geno","Smith","0.4399999976158142","1","5000","BAL@NYJ","NYJ","BAL","","","",""
"16655-31421","QB","Zach","Mettenberger","7.028571537562779","7","5000","NE@PIT","PIT","NE","","","",""
"16655-8071","QB","Dan","Orlovsky","5.519999980926514","2","5000","WAS@DET","DET","WAS","","","",""
"16655-44500","QB","Keith","Wenning","0","0","5000","CLE@CIN","CIN","CLE","","","",""
"16655-14696","QB","Scott","Tolzien","-0.07000000029802322","2","5000","IND@TEN","IND","TEN","","","",""
"16655-27801","QB","Nate","Sudfeld","0","0","5000","WAS@DET","WAS","DET","","","",""
"16655-33702","QB","Ryan","Griffin","0","0","5000","TB@SF","TB","SF","","","",""
"16655-8023","QB","Josh","Johnson","0","0","5000","NYG@LA","NYG","LA","","","",""
"16655-26877","QB","Jake","Heaps","0","0","5000","SEA@ARI","SEA","ARI","","","",""
"16655-31170","QB","Brandon","Allen","0","0","5000","OAK@JAC","JAC","OAK","","","",""
"16655-8051","QB","Luke","McCown","6.199999809265137","2","5000","NO@KC","NO","KC","","","",""
"16655-70127","QB","Griffin","Neal","0","0","5000","NO@KC","NO","KC","","","",""
"16655-34729","RB","Dwayne","Washington","3.7750000953674316","4","5000","WAS@DET","DET","WAS","Q","Ankle","",""
"16655-31798","QB","Bryce","Petty","0","0","5000","BAL@NYJ","NYJ","BAL","","","",""
"16655-23045","K","Justin","Tucker","10.666666666666666","6","5000","BAL@NYJ","BAL","NYJ","","","",""
"16655-30788","QB","Tyler","Bray","0","0","5000","NO@KC","KC","NO","","","",""
"16655-7919","QB","Kellen","Clemens","-0.10000000149011612","1","5000","SD@ATL","SD","ATL","","","",""
"16655-27982","QB","Jake","Rudock","0","0","5000","WAS@DET","DET","WAS","","","",""
"16655-29915","QB","Brett","Hundley","0","0","5000","CHI@GB","GB","CHI","","","",""
"16655-24912","K","Dustin","Hopkins","10.666666666666666","6","5000","WAS@DET","WAS","DET","","","",""
"16655-12531","D","Denver","Broncos","10.5","6","5000","HOU@DEN","DEN","HOU","","","",""
"16655-24949","QB","EJ","Manuel","0.8500000238418579","2","5000","BUF@MIA","BUF","MIA","","","",""
"16655-25969","QB","Tom","Savage","0","0","5000","HOU@DEN","HOU","DEN","","","",""
"16655-34459","QB","B.J.","Daniels","0.9200000166893005","4","5000","CHI@GB","CHI","GB","","","",""
"16655-28157","WR","Bennie","Fowler","3.450000047683716","4","5000","HOU@DEN","DEN","HOU","","","",""
"16655-28202","RB","Jeremy","Langford","8.933333079020182","3","4900","CHI@GB","CHI","GB","NA","Ankle","",""
"16655-6643","RB","Reggie","Bush","0.16666666666666666","3","4900","BUF@MIA","BUF","MIA","","","",""
"16655-22958","RB","Bobby","Rainey","6.800000190734863","4","4900","NYG@LA","NYG","LA","","","",""
"16655-29357","RB","Kenjon","Barner","3.799999952316284","4","4900","MIN@PHI","PHI","MIN","","","",""
"16655-39373","WR","Jaelen","Strong","3.6200000762939455","5","4900","HOU@DEN","HOU","DEN","","","",""
"16655-11419","RB","C.J.","Spiller","6.849999904632568","2","4900","SEA@ARI","SEA","ARI","","","",""
"16655-8117","WR","Danny","Amendola","5.416666666666667","6","4900","NE@PIT","NE","PIT","","","",""
"16655-39449","WR","Charles","Johnson","2.4399999618530273","5","4900","MIN@PHI","MIN","PHI","","","",""
"16655-24671","WR","Adam","Humphries","6.8599998474121096","5","4900","TB@SF","TB","SF","","","",""
"16655-33766","RB","Rob","Kelley","2.200000047683716","4","4900","WAS@DET","WAS","DET","","","",""
"16655-30775","WR","Justin","Hunter","8.199999809265137","2","4900","BUF@MIA","BUF","MIA","","","",""
