player,salary,team,pos,opp,ceil,floor,fpts
"Stefon Diggs",7000,MIN,WR,PHI,21.1734,4.9666,13.07
"Jordan Matthews",6400,PHI,WR,MIN,14.2968,5.0232,9.66
"Cordarrelle Patterson",4900,MIN,WR,PHI,8.68,0,4.34
"Adam Thielen",5400,MIN,WR,PHI,11.592,2.808,7.2
"Charles Johnson",4900,MIN,WR,PHI,6.4484,0.4116,3.43
"Nelson Agholor",5300,PHI,WR,MIN,9.4518,1.1682,5.31
"Dorial Green-Beckham",4600,PHI,WR,MIN,5.0768,1.0032,3.04
"Brandon Coleman",4600,NOS,WR,KCC,7.667,0.533,4.1
"Michael Thomas",5700,NOS,WR,KCC,13.4671,6.1929,9.83
"Willie Snead",6800,NOS,WR,KCC,16.8,3.2,10
"Brandin Cooks",7700,NOS,WR,KCC,19.2618,4.5182,11.89
"Josh Huff",4500,PHI,WR,MIN,6,0,3
"Brian Quick",4500,LAR,WR,NYG,12.1953,1.5847,6.89
"Tavon Austin",5800,LAR,WR,NYG,14.4152,5.0648,9.74
"Jordy Nelson",8200,GBP,WR,CHI,25.3869,6.9531,16.17
"Randall Cobb",6700,GBP,WR,CHI,21.0276,4.9324,12.98
"Josh Bellamy",4500,CHI,WR,GBP,,,2.28
"Cameron Meredith",5900,CHI,WR,GBP,20.8164,4.2636,12.54
"Alshon Jeffery",7300,CHI,WR,GBP,21.568,5.392,13.48
"Jeff Janis",4500,GBP,WR,CHI,8.5215,0.2185,4.37
"Ty Montgomery",5600,GBP,WR,CHI,15.1086,2.7714,8.94
"Victor Cruz",5600,NYG,WR,LAR,12.7875,2.7125,7.75
"Kenny Britt",6200,LAR,WR,NYG,16.6957,4.0443,10.37
"Sterling Shepard",6400,NYG,WR,LAR,15.1632,4.2768,9.72
"Odell Beckham",8600,NYG,WR,LAR,26.2764,6.1636,16.22
"Davante Adams",5100,GBP,WR,CHI,,,6.17
"Jeremy Maclin",6800,KCC,WR,NOS,22.8512,8.0288,15.44
"Chris Conley",4700,KCC,WR,NOS,14.518,2.562,8.54
"DeSean Jackson",6500,WAS,WR,DET,17.9446,3.6754,10.81
"Pierre Garcon",6100,WAS,WR,DET,13.176,5.124,9.15
"Charone Peake",4500,NYJ,WR,BAL,12.6,0,6.3
"Robby Anderson",4500,NYJ,WR,BAL,5.1512,0.3288,2.74
"Jalin Marshall",4500,NYJ,WR,BAL,3.7228,0.8172,2.27
"Jamison Crowder",6200,WAS,WR,DET,13.3194,3.5406,8.43
"Marvin Jones",7700,DET,WR,WAS,18.7724,7.6676,13.22
"Phillip Dorsett",5800,IND,WR,TEN,11.692,3.108,7.4
"Chester Rogers",4500,IND,WR,TEN,9.3888,2.1312,5.76
"T.Y. Hilton",7800,IND,WR,TEN,24.0812,9.5988,16.84
"Anquan Boldin",5900,DET,WR,WAS,11.5632,4.4968,8.03
"Golden Tate",6600,DET,WR,WAS,12.9744,3.9856,8.48
"Quincy Enunwa",6000,NYJ,WR,BAL,12.5102,5.1098,8.81
"Brandon Marshall",7400,NYJ,WR,BAL,22.9992,8.0808,15.54
"Michael Crabtree",7200,OAK,WR,JAC,19.3595,5.6205,12.49
"Seth Roberts",5200,OAK,WR,JAC,10.4328,1.9872,6.21
"Amari Cooper",7900,OAK,WR,JAC,22.7052,6.9748,14.84
"Tyreek Hill",4500,KCC,WR,NOS,9.9703,1.1697,5.57
"Albert Wilson",4600,KCC,WR,NOS,9.204,1.196,5.2
"Andre Holmes",4500,OAK,WR,JAC,4.5872,0.2928,2.44
"Allen Robinson",8400,JAC,WR,OAK,23.2992,9.0608,16.18
"Kamar Aiken",5300,BAL,WR,NYJ,9.3224,1.5176,5.42
"Breshad Perriman",5400,BAL,WR,NYJ,11.118,1.962,6.54
"Mike Wallace",6900,BAL,WR,NYJ,17.4344,5.5056,11.47
"Marqise Lee",4500,JAC,WR,OAK,12.208,3.052,7.63
"Allen Hurns",6000,JAC,WR,OAK,14.9688,4.4712,9.72
