108	DEF	Dallas Defense	DAL	7	7.8	8.4	7.2	8.4	7.2	8.4	0.0	7.2	8.4	8.4	7.2	7.2	8.4	7.2	7.2	8.4	7.2	8.4
109	RB	Melvin Gordon	SD	11	7.8	6.5	7.3	7.9	10.6	7.1	7.7	9.2	5.6	8.6	0.0	10.0	6.9	6.6	8.2	9.5	7.6	5.4
110	WR	Martavis Bryant	PIT	8	7.8	7.4	7.3	7.6	9.8	5.9	10.6	5.7	9.4	8.8	7.7	0.0	5.6	8.3	7.7	7.9	8.0	6.3
111	WR	Calvin Johnson	DET	10	7.7	5.7	6.1	7.7	5.4	10.3	10.5	7.4	5.5	0.0	6.4	8.6	10.6	7.8	7.4	8.0	7.1	8.6
112	PK	Blair Walsh	MIN	6	7.6	6.8	8.4	8.4	6.8	0.0	8.4	6.8	6.8	8.4	6.8	8.4	6.8	8.4	6.8	8.4	8.4	6.8
113	PK	Adam Vinatieri	IND	10	7.6	6.8	8.4	6.8	8.4	6.8	8.4	8.4	6.8	8.4	0.0	6.8	8.4	6.8	6.8	8.4	6.8	8.4
114	PK	Matt Bryant	ATL	11	7.6	8.4	6.8	6.8	8.4	8.4	6.8	6.8	8.4	6.8	0.0	8.4	8.4	6.8	6.8	6.8	8.4	8.4
115	TE	Julius Thomas	JAC	5	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	0.0	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6
116	WR	Josh Gordon	CLE	13	7.6	6.6	8.2	8.3	5.5	7.5	7.4	7.1	10.0	7.2	8.0	0.0	9.2	8.8	6.9	5.2	5.3	9.7
117	QB	Brock Osweiler	DEN	11	7.6	9.6	5.6	6.8	7.5	7.1	6.2	0.0	7.9	6.7	6.8	8.7	8.8	5.8	8.7	8.3	9.2	7.1
118	WR	Doug Baldwin	SEA	5	7.5	6.9	6.0	9.8	7.7	7.0	7.5	5.5	7.6	0.0	9.7	6.7	9.5	5.7	7.3	7.1	8.5	7.9
119	WR	Jordan Matthews	PHI	4	7.5	7.9	9.0	6.2	7.1	8.9	8.0	5.9	0.0	7.3	6.6	9.2	6.1	6.5	6.2	9.3	8.7	6.6
120	DEF	NY Giants Defense	NYG	8	7.4	6.9	7.9	7.9	6.9	7.9	6.9	7.9	6.9	6.9	7.9	0.0	6.9	7.9	6.9	7.9	6.9	7.9
121	DEF	Indianapolis Defense	IND	10	7.4	6.9	7.9	6.9	7.9	6.9	7.9	7.9	6.9	7.9	0.0	6.9	7.9	6.9	6.9	7.9	6.9	7.9
122	DEF	Jacksonville Defense	JAC	5	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	0.0	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4
123	DEF	New Orleans Defense	NO	5	7.4	6.9	7.9	6.9	7.9	6.9	7.9	6.9	7.9	7.9	6.9	0.0	6.9	7.9	6.9	7.9	7.9	6.9
124	WR	Randall Cobb	GB	4	7.4	8.4	6.5	6.6	5.7	8.8	6.8	0.0	6.1	6.4	8.0	5.9	10.2	6.6	9.7	6.9	8.3	7.2
125	TE	Austin Seferian-Jenkins	TB	6	7.4	7.3	6.9	6.6	6.9	7.4	0.0	6.9	7.6	7.7	8.6	7.5	5.7	9.3	8.5	6.4	9.1	5.6
126	PK	Robbie Gould	CHI	9	7.3	8.0	8.0	6.6	8.0	6.6	6.6	0.0	8.0	6.6	6.6	8.0	6.6	8.0	8.0	6.6	6.6	8.0
127	DEF	Oakland Defense	OAK	10	7.2	7.7	7.7	6.7	6.7	7.7	0.0	6.7	7.7	6.7	7.7	6.7	6.7	7.7	6.7	7.7	7.7	6.7
128	DEF	San Diego Defense	SD	11	7.2	7.7	6.7	6.7	7.7	7.7	6.7	7.7	6.7	7.7	0.0	7.7	6.7	7.7	6.7	7.7	6.7	6.7
